Date,EWJ_Open,EWJ_High,EWJ_Low,EWJ_Close,EWJ_Volume,EWJ_ATRPercentOfClose20,EWJ_SQN25,EWJ_SQN50,EWJ_SQN100,EWJ_SQN200,EWJ_MACD,EWJ_MACD_Avg,EWJ_MACD_Diff,EWJ_LinReg10,EWJ_LinReg30,EWJ_LinReg90,EWJ_LinReg270
6/12/2017, 54.19, 54.31, 54.14, 54.26, 4420430, 0.566233554460646, 1.03231790201595, 1.17192751848416, 1.51162537700052, 0, 0.594856248939195, 0.559583452595634, 0.0352727963435605, 54.7178181818169, 54.4533118279571, 53.3928571428571, 53.326324002574
6/13/2017, 54.49, 54.58, 54.45, 54.56, 3466346, 0.564289608353792, 1.20641419609941, 1.61871335937349, 1.67198526693891, 0, 0.591048665443637, 0.565876495165235, 0.0251721702784021, 54.6432727272715, 54.5545806451614, 53.4781416361416, 53.3978350189633
6/14/2017, 54.64, 54.71, 54.4, 54.53, 6849846, 0.564794773155947, 1.31806377323124, 1.47075211017383, 1.54471095754625, 0, 0.57893675626115, 0.568488547384418, 0.0104482088767324, 54.4890909090896, 54.6465806451614, 53.5644859584859, 53.4659804378202
6/15/2017, 53.86, 54.05, 53.75, 54, 10854694, 0.614043445021928, 1.06871434077279, 1.25168802055813, 1.31357428546528, 0, 0.520570596573883, 0.558904957222311, -0.038334360648428, 54.1801818181805, 54.6650967741937, 53.6233357753357, 53.5135743707094
6/16/2017, 54.06, 54.23, 54.02, 54.22, 8192761, 0.602184225924472, 1.30921631310224, 1.58065910060752, 1.34059850722967, 0, 0.486459552983305, 0.54441587637451, -0.0579563233912045, 54.1607272727259, 54.7095483870969, 53.6889157509157, 53.5671604197901
6/19/2017, 54.34, 54.43, 54.3, 54.39, 8283112, 0.589591970824483, 1.33036985638144, 1.83107049155994, 1.21979910083133, 0, 0.467751931332764, 0.529083087366161, -0.061331156033397, 54.1950909090895, 54.783677419355, 53.7628571428571, 53.6248054818744
6/20/2017, 54.06, 54.15, 54.03, 54.06, 11766974, 0.596827819616841, 0.988999662618357, 1.57068980470822, 1.06494874428178, 0, 0.421439670138369, 0.507554403920602, -0.0861147337822332, 54.1398181818168, 54.8068172043012, 53.8184004884004, 53.6694770389685
6/21/2017, 53.98, 54, 53.91, 53.98, 7067602, 0.58172075457692, 0.910043809470479, 1.59759202864544, 1.21249732557811, 0, 0.373970637349167, 0.480837650606315, -0.106867013257148, 54.0894545454532, 54.8002795698926, 53.8762197802197, 53.7100313345677
6/22/2017, 54.05, 54.1, 54, 54.09, 9904960, 0.56260347597447, 1.03325357019793, 1.52233357523161, 1.3095290895688, 0, 0.341292954823736, 0.452928711449799, -0.111635756626064, 54.0909090909077, 54.7829247311829, 53.941387057387, 53.7529285714286
6/23/2017, 54.01, 54.08, 53.96, 54.05, 3424601, 0.546894744027495, 0.917790601051133, 1.60313798366017, 1.34362497053588, 0, 0.308610520311511, 0.424065073222142, -0.115454552910631, 54.0072727272714, 54.7401290322582, 53.9947448107447, 53.7931432506887
6/26/2017, 54.12, 54.16, 53.88, 53.9, 4722819, 0.5469699048043, 0.562198671018422, 1.81352824705605, 1.18535783494171, 0, 0.267521883353943, 0.392756435248502, -0.125234551894559, 53.9079999999986, 54.6752903225808, 54.038354090354, 53.8271819536648
6/27/2017, 53.89, 53.9, 53.72, 53.77, 3860156, 0.537615658834, 0.496308727133999, 1.48873212536067, 1.14349351761723, 0, 0.221910878519907, 0.358587323902783, -0.136676445382876, 53.8434545454531, 54.5940860215055, 54.0756068376067, 53.8559176329468
6/28/2017, 53.77, 54.04, 53.73, 54.01, 6797559, 0.537163752577837, 0.599132195389487, 1.71704411834905, 1.14236819534691, 0, 0.202792161017236, 0.327428291325674, -0.124636130308438, 53.8989090909076, 54.5379354838711, 54.1208156288155, 53.8914293207448
6/29/2017, 53.77, 53.85, 53.27, 53.47, 7503079, 0.584656883540163, 0.292789549402853, 1.36944206141114, 0.955523335262642, 0, 0.14242516398788, 0.290427665858115, -0.148002501870235, 53.6901818181803, 54.3985806451614, 54.1499096459095, 53.9086141935484
6/30/2017, 53.71, 53.76, 53.48, 53.65, 5430509, 0.58058757473901, 0.315446168856899, 1.30370558928518, 1.03095743676822, 0, 0.107864979261308, 0.253915128538754, -0.146050149277446, 53.616545454544, 54.2850107526883, 54.1868498168497, 53.9308914285714
7/3/2017, 53.59, 53.6, 53.35, 53.39, 6118231, 0.582339337244999, 0.140300601649292, 1.05132567736366, 0.876207522138808, 0, 0.0588179401819531, 0.214895690867393, -0.15607775068544, 53.5181818181803, 54.1604731182796, 54.2098705738705, 53.9442782152231
7/5/2017, 53.3, 53.43, 53.22, 53.4, 4338238, 0.572781692036235, 0.081005143890831, 0.874015720690077, 0.906831501479549, 0, 0.0205182036932072, 0.176020193432556, -0.155501989739349, 53.4118181818166, 54.0330107526882, 54.2295946275945, 53.9574913877953
7/6/2017, 53.1, 53.1, 52.93, 53.01, 22679752, 0.592477178588912, -0.146400606466231, 0.549992891548742, 0.62767260855162, 0, -0.0408336491534556, 0.132649424915354, -0.173483074068809, 53.1907272727257, 53.8582795698925, 54.2273382173381, 53.9581831395349
7/7/2017, 52.81, 53, 52.81, 52.98, 4266356, 0.582047083336132, -0.461569353236488, 0.50189718606865, 0.543002321036779, 0, -0.0908291617922572, 0.0879537075738317, -0.178782869366089, 53.0341818181802, 53.6749247311828, 54.2196727716726, 53.9578211091234
7/10/2017, 52.84, 52.96, 52.81, 52.84, 6575150, 0.570496058883248, -1.73678993176377, 0.40526204536814, 0.636111156011535, 0, -0.140132436232427, 0.0423364788125799, -0.182468915045007, 52.8818181818166, 53.4833333333334, 54.2179389499388, 53.953096887845
7/11/2017, 53.05, 53.21, 52.99, 53.2, 5612785, 0.573078217365061, -1.17896363214286, 0.724606034180471, 0.781976347532668, 0, -0.148445458244161, 0.0041800914012316, -0.152625549645393, 52.8898181818166, 53.3414193548388, 54.2203125763125, 53.9592539902845
7/12/2017, 53.49, 53.61, 53.49, 53.57, 4816314, 0.578931736151394, -0.863731358262964, 0.801222049918252, 0.886843249156695, 0, -0.123751154028348, -0.0214061576846843, -0.102344996343664, 53.0378181818165, 53.2536559139786, 54.2381636141635, 53.9762257917521
7/13/2017, 53.43, 53.52, 53.37, 53.5, 3427549, 0.569396344866331, -0.902275179476336, 0.682070374143125, 0.872685316032835, 0, -0.108577540707941, -0.0388404342893356, -0.0697371064186054, 53.2205454545438, 53.1552043010753, 54.2486764346763, 53.9905655930872
7/14/2017, 53.71, 53.72, 53.53, 53.63, 5660041, 0.56012622091798, -0.701093204377101, 0.680497640610515, 0.76663365284458, 0, -0.0850816608619525, -0.048088679603859, -0.0369929812580935, 53.3679999999983, 53.1038924731183, 54.2605567765567, 54.0082653399668
7/17/2017, 53.63, 53.75, 53.54, 53.56, 5914149, 0.552419543809554, -0.414177044307046, 0.576864022294581, 0.718479321066643, 0, -0.0712876619984257, -0.0527284760827724, -0.0185591859156534, 53.5185454545437, 53.119935483871, 54.2639902319901, 54.0233540305011
7/18/2017, 53.78, 53.86, 53.75, 53.84, 5013258, 0.54992962905122, -0.318441237172741, 0.569322099138643, 0.835213895746153, 0, -0.03733182058685, -0.0496491449835879, 0.0123173243967379, 53.7187272727255, 53.1661505376345, 54.2777655677655, 54.0460991841992
7/19/2017, 54, 54.09, 53.97, 54.06, 3381290, 0.543429535085309, -0.384950576474491, 0.667777075789603, 0.954100185601503, 0, 0.00724705026935624, -0.0382699059329991, 0.0455169562023553, 53.9723636363618, 53.2484301075269, 54.307277167277, 54.0745192002538
7/20/2017, 54.24, 54.35, 54.18, 54.26, 5541698, 0.541078338248732, -0.198990483227708, 0.858215541683989, 1.08596435439018, 0, 0.0580453445268532, -0.0190068558410286, 0.0770522003678818, 54.1810909090891, 53.3590752688173, 54.3493162393161, 54.1078573662809
7/21/2017, 54.24, 54.4, 54.21, 54.36, 4349053, 0.530554913570776, 0.319819451601293, 1.04374801137963, 1.17213608933133, 0, 0.105160300488976, 0.00582657542497223, 0.0993337250640034, 54.3501818181799, 53.4766451612904, 54.3857777777776, 54.1431089414182
7/24/2017, 54.25, 54.27, 54.1, 54.25, 2889101, 0.529012292103632, 0.0366646203488808, 1.06332985819763, 0.927428600224626, 0, 0.132100390767107, 0.0310813384933992, 0.101019052273708, 54.3779999999981, 53.5490107526882, 54.4267008547007, 54.1742765957446
7/25/2017, 54.13, 54.25, 54.05, 54.06, 4581425, 0.522825952724583, -0.275312600087161, 0.892557432104895, 1.06244428844454, 0, 0.136545186389384, 0.0521741080725961, 0.0843710783167877, 54.3352727272708, 53.6075698924732, 54.4552722832721, 54.199243831785
7/26/2017, 54.1, 54.26, 53.98, 54.24, 5565957, 0.520847574743296, 0.171050085146858, 0.90458799199205, 1.11586029049984, 0, 0.152830479980743, 0.0723053824542255, 0.0805250975265175, 54.3818181818162, 53.7102580645162, 54.4937313797312, 54.2285186644341
7/27/2017, 54.49, 54.49, 54.3, 54.42, 6378501, 0.516138071138783, 0.399957974476693, 0.972357743464888, 1.2295670686146, 0, 0.178206929603832, 0.0934856918841467, 0.0847212377196848, 54.439999999998, 53.8358494623656, 54.5387374847373, 54.2619667832167
7/28/2017, 54.41, 54.6, 54.38, 54.58, 2834088, 0.509047675701794, 0.441290906590439, 1.09491181731208, 1.33651810747323, 0, 0.208821447917032, 0.116552843090724, 0.0922686048263081, 54.5292727272708, 53.9471182795699, 54.5797435897434, 54.2989090038314
7/31/2017, 54.68, 54.8, 54.63, 54.76, 2854161, 0.502093335149995, 0.629342694591839, 1.11105334655476, 1.46792097448602, 0, 0.244786424396985, 0.142199559351976, 0.102586865045009, 54.6149090909071, 54.0921505376344, 54.6278730158728, 54.3397836561171
8/1/2017, 55.21, 55.28, 55.08, 55.08, 4806835, 0.521421559207935, 1.02159058667648, 1.05883156039024, 1.5774128239094, 0, 0.295701589167351, 0.172899965315051, 0.1228016238523, 54.8016363636343, 54.2856344086022, 54.688498168498, 54.3882667039418
8/2/2017, 55.12, 55.14, 55.04, 55.05, 2426620, 0.504703079148309, 1.11964706710019, 1.05943140041249, 1.43297429647836, 0, 0.329829406703482, 0.204285853592737, 0.125543553110745, 54.9543636363615, 54.4488602150538, 54.7523369963368, 54.4346993932708
8/3/2017, 55.06, 55.25, 55.05, 55.19, 8120566, 0.496370887511483, 1.04072730148081, 1.09213148883207, 1.38653374857954, 0, 0.363977076776479, 0.236224098229485, 0.127752978546993, 55.1414545454524, 54.6181290322581, 54.8206324786323, 54.4836912751678
8/4/2017, 55.15, 55.19, 55, 55.14, 3911443, 0.489208810621523, 1.72352977209771, 1.1097864935273, 1.52720559925781, 0, 0.382594458437353, 0.265498170271059, 0.117096288166294, 55.2805454545433, 54.7805806451613, 54.8941098901097, 54.5301154362416
8/7/2017, 54.99, 55.14, 54.97, 55.12, 2465248, 0.480337901429377, 1.52174669435893, 1.02744533211699, 1.33692802563512, 0, 0.391225233716526, 0.290643582960152, 0.100581650756373, 55.3481818181796, 54.9310537634409, 54.9631062271061, 54.5748397350993
8/8/2017, 55.06, 55.15, 54.98, 55.06, 4645426, 0.472255972946747, 1.82271407795561, 0.980385127306149, 1.35560451226605, 0, 0.388742505132214, 0.310263367394565, 0.0784791377376494, 55.3096363636341, 55.0570107526883, 55.0209474969473, 54.6168647612408
8/9/2017, 54.77, 54.77, 54.64, 54.72, 8718900, 0.489807989344399, 1.33258149719009, 0.739681720509435, 1.14824760498282, 0, 0.35524472626836, 0.319259639169324, 0.0359850870990363, 55.1350909090886, 55.1236774193549, 55.0510036630035, 54.6489731682146
8/10/2017, 54.58, 54.6, 54.08, 54.15, 5540669, 0.529310775957142, 1.0720785405107, 0.437304094632037, 0.901740153949576, 0, 0.279481569309283, 0.311304025197316, -0.0318224558880327, 54.7734545454522, 55.1278924731183, 55.0595628815627, 54.6654995331465
8/11/2017, 54.17, 54.24, 54.06, 54.07, 5947697, 0.520234318331334, 1.02229183967251, 0.167751447689294, 1.04593278984572, 0, 0.210556229021591, 0.291154465962171, -0.0805982369405793, 54.4309090909067, 55.0850537634409, 55.0588742368741, 54.679499790532
8/14/2017, 54.4, 54.52, 54.38, 54.47, 6447296, 0.531900424317358, 1.47252483417368, -0.232206413715562, 1.15837675345956, 0, 0.186064224761758, 0.270136417722088, -0.0840721929603305, 54.2903636363612, 55.1010967741936, 55.065846153846, 54.7033151364764
8/15/2017, 54.49, 54.53, 54.36, 54.4, 3462881, 0.521580612259893, 1.11929625237145, -0.15300829193427, 1.11578293933033, 0, 0.159170896925559, 0.247943313562782, -0.0887724166372232, 54.2054545454521, 55.0856344086022, 55.0615995115993, 54.7247288910664
8/16/2017, 54.41, 54.6, 54.39, 54.58, 3427400, 0.513105277420141, 0.976697434468813, -0.0707971261693521, 1.06237699582323, 0, 0.150645686832533, 0.228483788216733, -0.0778381013841996, 54.2138181818156, 55.0871612903226, 55.0651452991451, 54.7501185197129
8/17/2017, 54.53, 54.58, 54.2, 54.21, 6611680, 0.525825894475405, 0.650242093971125, -0.267458785325593, 0.902642860586795, 0, 0.112733961696016, 0.205333822912589, -0.0925998612165735, 54.1479999999974, 55.0081290322581, 55.0472796092794, 54.7655791736327
8/18/2017, 54.38, 54.58, 54.38, 54.45, 6360980, 0.531308919238496, 0.737336911172529, -0.056819390169141, 0.829264664549417, 0, 0.100891624774874, 0.184445383285046, -0.0835537585101719, 54.2085454545428, 54.949806451613, 55.043294261294, 54.7865919811321
8/21/2017, 54.33, 54.38, 54.23, 54.33, 2210977, 0.526104953431057, 0.6909626424813, 0.15668766595409, 0.810992798736781, 0, 0.0808910288990461, 0.163734512407846, -0.0828434835088001, 54.26127272727, 54.8574408602151, 55.0279120879119, 54.8040861801242
8/22/2017, 54.34, 54.51, 54.32, 54.44, 4636987, 0.516240228029277, 0.550921328144046, 0.121429817860525, 0.97175606466939, 0, 0.0730741400630066, 0.145602437938878, -0.0725282978758717, 54.3830909090881, 54.7934193548388, 55.0053724053722, 54.8238210259949
8/23/2017, 54.46, 54.51, 54.37, 54.46, 3291311, 0.503101581219577, 0.375740110760574, -0.0440502869433509, 1.1924854529255, 0, 0.067712484820369, 0.130024447315176, -0.0623119624948075, 54.4776363636335, 54.7486021505377, 54.9929010989009, 54.8435332878891
8/24/2017, 54.26, 54.28, 54.15, 54.18, 4043572, 0.509024852483523, -0.0615751978313322, -0.190423731347999, 0.977002682099067, 0, 0.0404039231935656, 0.112100342490854, -0.0716964192972887, 54.3756363636334, 54.6578494623657, 54.9622100122098, 54.8559292234027
8/25/2017, 54.31, 54.47, 54.26, 54.36, 3304809, 0.508646397759003, 0.010375464035668, 0.237381472105822, 1.12072301475926, 0, 0.0329068572672355, 0.0962616454461305, -0.063354788178895, 54.3181818181788, 54.5942150537635, 54.9363833943832, 54.8723259423503
8/28/2017, 54.48, 54.5, 54.37, 54.42, 4363150, 0.495544235080309, 0.161938532355338, 0.139108984191855, 1.3058604563233, 0, 0.0314444055327385, 0.0832981974634521, -0.0518537919307136, 54.3456363636334, 54.5288172043011, 54.9175775335773, 54.8897327491785
8/29/2017, 54.38, 54.48, 54.31, 54.31, 5030679, 0.487371412436326, 0.236108315013807, -0.0350470342284313, 1.37837816858955, 0, 0.0211653404355374, 0.0708716260578692, -0.0497062856223318, 54.3238181818151, 54.4625806451614, 54.8958778998777, 54.9040631989034
8/30/2017, 54.2, 54.3, 54.13, 54.28, 6054983, 0.479839431447053, 0.0466314298101872, 0.154980835043333, 1.32097780393194, 0, 0.0104775790011402, 0.0587928166465234, -0.0483152376453832, 54.3325454545423, 54.4041720430108, 54.8787789987788, 54.9172989734816
8/31/2017, 54.5, 54.77, 54.5, 54.71, 3843511, 0.497046246061026, 0.259087221986323, 0.464623959642772, 1.52462951716844, 0, 0.0362865684300218, 0.0542915670032231, -0.0180049985732013, 54.4321818181786, 54.4122365591398, 54.882896214896, 54.9403247393632
9/1/2017, 54.63, 54.68, 54.48, 54.49, 8467831, 0.49520517738849, -0.0655841577850395, 0.259702410340429, 1.33161798418377, 0, 0.0385439069463303, 0.0511420349918445, -0.0125981280455143, 54.4765454545422, 54.3961505376345, 54.8767521367519, 54.9576331360947
9/5/2017, 54.24, 54.31, 54.04, 54.25, 7424657, 0.514000803872883, -0.419775586704323, 0.136550371595868, 1.30595283773377, 0, 0.020727931060847, 0.045059214205645, -0.024331283144798, 54.4118181818149, 54.3414408602151, 54.8592332112329, 54.9689081527348
9/6/2017, 54.5, 54.61, 54.45, 54.48, 5569584, 0.519278935932428, -0.502999401791934, 0.365350836837625, 1.59710999120731, 0, 0.0248809080045831, 0.0410235529654326, -0.0161426449608495, 54.4529090909058, 54.303247311828, 54.8446446886444, 54.9852060383517
9/7/2017, 54.83, 54.92, 54.72, 54.8, 4712721, 0.530580303067861, -0.193969504463485, 0.628417919602552, 1.52000440073752, 0, 0.053378187285233, 0.0434944798293927, 0.00988370745584032, 54.6063636363603, 54.3149462365592, 54.8465689865687, 55.0084715687593
9/8/2017, 54.97, 55.04, 54.91, 54.97, 4794508, 0.524322550076639, -0.168210847347923, 0.587302367522492, 1.65890020211044, 0, 0.0886580706272184, 0.0525271979889579, 0.0361308726382606, 54.7439999999966, 54.3566021505377, 54.8574725274722, 55.0350867052024
9/11/2017, 55.32, 55.43, 55.2, 55.22, 3424447, 0.537502898385136, 0.0751828143903138, 1.11608892811424, 1.76555072949539, 0, 0.135231676429314, 0.069068093677029, 0.0661635827522846, 54.9609090909056, 54.4370967741936, 54.880178266178, 55.0667888341544
9/12/2017, 55.35, 55.38, 55.23, 55.26, 4144912, 0.524735152848098, 0.123007171696693, 1.03028144295493, 1.66028112400567, 0, 0.173370750189598, 0.0899286249795428, 0.083442125210055, 55.1567272727237, 54.5305376344087, 54.9054188034185, 55.098688961039
9/13/2017, 55.19, 55.21, 55.05, 55.15, 4113850, 0.518531664896946, 0.0830743477444642, 1.14404986506905, 1.53639231595716, 0, 0.19250112706515, 0.110443125396664, 0.0820580016684854, 55.2467272727237, 54.6281290322581, 54.9302588522586, 55.1274017719569
9/14/2017, 54.92, 55.18, 54.91, 55.16, 7461863, 0.516990033595237, 0.37707000031009, 1.14383781734602, 1.40087681532604, 0, 0.206093289835856, 0.129573158284503, 0.0765201315513533, 55.28836363636, 54.7245376344086, 54.9542368742366, 55.1556966926935
9/15/2017, 55.16, 55.26, 55.05, 55.24, 7424116, 0.509437214707777, 1.06203389533217, 1.50860683230497, 1.35481934211893, 0, 0.220775545113924, 0.147813635650387, 0.0729619094635368, 55.3956363636326, 54.8397204301075, 54.9761978021975, 55.1851440587534
9/18/2017, 55.25, 55.32, 55.18, 55.25, 2442832, 0.496547441691127, 1.15756637384758, 1.53725123971357, 1.33335784909559, 0, 0.230560496740736, 0.164363007868457, 0.0661974888722796, 55.4334545454508, 54.9525161290323, 54.9913431013428, 55.2141638733706
9/19/2017, 55.58, 55.61, 55.44, 55.57, 4774918, 0.501395246459655, 1.1013496842684, 1.8303616956792, 1.43509648869448, 0, 0.261126364861568, 0.183715679267079, 0.0774106855944888, 55.4923636363598, 55.1038709677419, 55.0152625152622, 55.2495985267035
9/20/2017, 55.69, 55.83, 55.46, 55.59, 4056995, 0.509433480004944, 1.1988602817224, 1.63429359057762, 1.55965471281358, 0, 0.283693624900835, 0.20371126839383, 0.0799823565070046, 55.5321818181779, 55.2508602150538, 55.0405054945052, 55.2847143464271
9/21/2017, 55.48, 55.48, 55.34, 55.37, 7970108, 0.508460119122288, 0.781675975933362, 1.24540207691762, 1.38299950595793, 0, 0.2805916933088, 0.219087353376824, 0.061504339931976, 55.4994545454505, 55.3438494623656, 55.0571062271059, 55.314287515763
9/22/2017, 55.42, 55.45, 55.37, 55.43, 2191570, 0.48973056027442, 1.31607193565582, 1.33805322349473, 1.34099986095512, 0, 0.279750103676193, 0.231219903436698, 0.0485302002394951, 55.4903636363596, 55.4022580645161, 55.0751306471304, 55.3445236398195
9/25/2017, 55.47, 55.59, 55.43, 55.55, 10844797, 0.478640444792269, 1.20645135234856, 1.32892995482065, 1.33419274688698, 0, 0.285475352782548, 0.242070993305868, 0.0434043594766801, 55.5476363636323, 55.4623010752688, 55.0945201465199, 55.3767003525265
9/26/2017, 55.59, 55.62, 55.43, 55.55, 10876749, 0.471810132723672, 1.35955154747044, 1.38120227412169, 1.28032249382322, 0, 0.28670766643814, 0.250998327932322, 0.0357093385058178, 55.594909090905, 55.5394623655914, 55.1147716727713, 55.4081970357455
9/27/2017, 55.47, 55.69, 55.44, 55.66, 5984419, 0.469791595924542, 1.3570945652532, 1.27647749562657, 1.20861028251297, 0, 0.293180759285825, 0.259434814203023, 0.033745945082802, 55.6423636363594, 55.6189462365591, 55.1472405372402, 55.4413765740901
9/28/2017, 55.55, 55.76, 55.55, 55.7, 3715714, 0.464832499420144, 1.37910358900408, 1.15852850752253, 1.21616355241895, 0, 0.298102062693147, 0.267168263901048, 0.0309337987920991, 55.6778181818139, 55.707376344086, 55.1788791208789, 55.4747132779611
9/29/2017, 55.7, 55.75, 55.58, 55.71, 6216017, 0.456769192367922, 1.83392781330625, 1.03097615382222, 1.29633080382488, 0, 0.299358331030014, 0.273606277326841, 0.025752053703173, 55.7032727272684, 55.7651827956989, 55.2105470085467, 55.5075700776765
10/2/2017, 55.58, 55.74, 55.49, 55.71, 5263755, 0.456368356156454, 1.63038910302532, 0.960923631758702, 1.40738186572011, 0, 0.296931095897591, 0.278271241040991, 0.0186598548566001, 55.7050909090865, 55.829311827957, 55.2385177045174, 55.5397482595378
10/3/2017, 55.75, 56.05, 55.71, 56.04, 10203514, 0.461332388747363, 1.85630834082871, 1.24779338125981, 1.5939168231005, 0, 0.317970372122637, 0.28621106725732, 0.0317593048653172, 55.8598181818138, 55.9191827956989, 55.2820463980461, 55.5781565169468
10/4/2017, 55.96, 56.07, 55.95, 56.05, 8985586, 0.448892305301198, 2.03323857088367, 1.40545872258451, 1.54336006122213, 0, 0.33162826236024, 0.295294506277904, 0.0363337560823361, 55.9963636363592, 56.0066236559139, 55.3245616605614, 55.6159996727749
10/5/2017, 55.95, 56.03, 55.91, 56.02, 4157712, 0.439171599902276, 2.03459962017317, 1.26175338814748, 1.46847577672503, 0, 0.336156486764509, 0.303466902375225, 0.0326895843892834, 56.0534545454501, 56.0812043010753, 55.3661074481071, 55.6524638385147
10/6/2017, 55.81, 56.01, 55.77, 55.99, 6568699, 0.439761982053925, 1.64814177834268, 1.1177617867457, 1.43890542710264, 0, 0.333480235380229, 0.309469568976226, 0.024010666404003, 56.0767272727227, 56.123247311828, 55.4043418803416, 55.6875807916244
10/9/2017, 56.13, 56.16, 56.04, 56.06, 2023123, 0.432414550596491, 2.1658322856379, 1.05627744377219, 1.50266644806327, 0, 0.333167158251456, 0.314209086831272, 0.018958071420184, 56.1176363636318, 56.1744946236559, 55.4543247863245, 55.7234274385409
10/10/2017, 56.45, 56.5, 56.4, 56.46, 6366851, 0.446849127189467, 3.04369984375847, 1.17454407413367, 1.58791004607487, 0, 0.361033925079326, 0.323574054480883, 0.0374598705984432, 56.2689090909044, 56.2695268817204, 55.5452258852255, 55.7667043432758
10/11/2017, 56.63, 56.78, 56.61, 56.75, 8617276, 0.450531218238968, 3.06354723731672, 1.15343784802824, 1.53422075727136, 0, 0.401886418462084, 0.339236527277123, 0.0626498911849609, 56.4927272727226, 56.3808602150537, 55.6429938949936, 55.8150139852896
10/12/2017, 56.74, 56.79, 56.64, 56.68, 5687866, 0.441765425252441, 2.61915099109148, 1.12547056847831, 1.51844045718186, 0, 0.423729409933337, 0.356135103808366, 0.0675943061249711, 56.6409090909043, 56.4655698924731, 55.7370818070815, 55.8609875403784
10/13/2017, 57.28, 57.38, 57.21, 57.38, 8673786, 0.475554219033512, 2.56864192218441, 1.37287750528053, 1.70877974426197, 0, 0.491854495445764, 0.383278982135846, 0.108575513309919, 56.9794545454497, 56.6522795698925, 55.8598949938947, 55.920115730166
10/16/2017, 57.65, 57.69, 57.57, 57.64, 6732350, 0.476629702181398, 2.56807431861413, 1.55266906541774, 1.83610398364742, 0, 0.560364411497432, 0.418696068008163, 0.141668343489269, 57.3167272727224, 56.8400860215054, 55.989228327228, 55.9833246231156
10/17/2017, 57.47, 57.6, 57.4, 57.58, 5648869, 0.474110615353404, 2.43476750073605, 1.52717105779351, 1.75632504054182, 0, 0.602868027646196, 0.455530459935769, 0.147337567710426, 57.5939999999951, 56.9839569892473, 56.102808302808, 56.0441701492538
10/18/2017, 57.46, 57.52, 57.35, 57.52, 4427350, 0.470867954979947, 2.51727197653007, 1.52894770236123, 1.72020958718402, 1.61499618177175, 0.624511965909235, 0.489326761130463, 0.135185204778773, 57.7685454545405, 57.114064516129, 56.2149865689862, 56.1027043002808
10/19/2017, 57.19, 57.4, 57.15, 57.39, 5191644, 0.48057341927033, 2.31856862263336, 1.70623663478978, 1.6237498721456, 1.44233927813152, 0.623982151546549, 0.51625783921368, 0.107724312332869, 57.811999999995, 57.2293978494623, 56.3257606837603, 56.1576018143687
10/20/2017, 57.39, 57.53, 57.32, 57.52, 12762147, 0.473767439244228, 2.36440040037458, 2.36005206789645, 1.6719973127166, 1.40868639824679, 0.626826517484091, 0.538371574867762, 0.0884549426163285, 57.8196363636313, 57.3558494623655, 56.439477411477, 56.2140278180238
10/23/2017, 57.84, 57.84, 57.63, 57.66, 11558354, 0.476735136143975, 2.50245457344086, 2.52360682768861, 1.55401777321299, 1.45201207213938, 0.63307977834701, 0.557313215563612, 0.0757665627833986, 57.8061818181767, 57.5002795698924, 56.5453455433452, 56.2721429937829
10/24/2017, 58.02, 58.23, 57.96, 58.14, 7840600, 0.498178888072902, 2.53696978332399, 2.5364000853069, 1.40128906692791, 1.52044434570131, 0.669055070722848, 0.579661586595459, 0.0893934841273891, 57.9512727272676, 57.6925376344085, 56.6744029304026, 56.3384958560266
10/25/2017, 57.81, 57.81, 57.5, 57.67, 11745910, 0.532615129615582, 1.81805583805153, 2.14764708690414, 1.27839801555179, 1.46500268679803, 0.652123404399383, 0.594153950156244, 0.057969454243139, 57.9003636363585, 57.7992473118279, 56.7838217338213, 56.3945940621923
10/26/2017, 57.98, 58.11, 57.93, 57.98, 8200122, 0.541223159687549, 2.32786896357462, 2.20410693057263, 1.37949280476711, 1.45453297156988, 0.656155592842261, 0.606554278693447, 0.0496013141488134, 57.8923636363584, 57.9296989247311, 56.8970549450546, 56.4556224451878
10/27/2017, 58.28, 58.43, 58.17, 58.42, 5851114, 0.548803712063504, 2.55776723395908, 2.77501971080727, 1.54650627550096, 1.5443049589768, 0.686936873327781, 0.622630797620314, 0.0643060757074669, 58.1054545454493, 58.1031182795698, 57.0248717948714, 56.5239565697462
10/30/2017, 58.35, 58.42, 58.29, 58.4, 8848543, 0.532672212599527, 2.41999452778024, 2.60899144135761, 1.59733480992555, 1.47903338717117, 0.701629479140337, 0.638430533924319, 0.0631989452160182, 58.3069090909038, 58.2541505376343, 57.1510061050057, 56.5906985645934
10/31/2017, 58.49, 58.67, 58.4, 58.65, 7963973, 0.526899477493978, 2.6248437427283, 2.86024958874411, 1.95005251550755, 1.66705555462107, 0.725088022393599, 0.655762031618175, 0.0693259907754246, 58.5412727272674, 58.4379139784945, 57.2840219780216, 56.6609880388175
11/1/2017, 59.03, 59.1, 58.92, 58.98, 11338920, 0.535902367535957, 2.76436722278169, 2.96116390384182, 1.99923329163077, 1.72510190421082, 0.761528897906622, 0.676915404875864, 0.0846134930307578, 58.8192727272674, 58.6450107526881, 57.4247594627591, 56.7362550299563
11/2/2017, 58.88, 59.07, 58.73, 59.05, 13036094, 0.537292896789284, 2.79067964024652, 2.99408907412987, 1.90814672100657, 1.77017139622361, 0.786985094984843, 0.69892934289766, 0.0880557520871826, 59.0158181818128, 58.8244516129031, 57.5619462759459, 56.8115227212332
