Date,EWW_Open,EWW_High,EWW_Low,EWW_Close,EWW_Volume,EWW_ATRPercentOfClose20,EWW_SQN25,EWW_SQN50,EWW_SQN100,EWW_SQN200,EWW_MACD,EWW_MACD_Avg,EWW_MACD_Diff,EWW_LinReg10,EWW_LinReg30,EWW_LinReg90,EWW_LinReg270
6/13/2017, 53.71, 53.8, 53.51, 53.72, 1683199, 1.37940918799815, 0.91791251792857, 0.674254860282203, 2.14087808238864, 0, 0.504613424851868, 0.406700462441406, 0.097912962410462, 53.9621818181816, 53.3180860215054, 54.0969181929182, 54.6417746523388
6/14/2017, 53.98, 54.52, 53.84, 54.17, 4028362, 1.37339428651094, 0.917093704782585, 0.664400251070098, 2.05528125600007, 0, 0.556014557853942, 0.436563281523913, 0.119451276330028, 54.0985454545452, 53.5583655913979, 54.1746715506715, 54.7248672566371
6/15/2017, 53.51, 53.88, 53.23, 53.78, 2883236, 1.40157921300266, 0.598027688043114, 0.55941884943215, 1.7985680807783, 0, 0.558838641455516, 0.461018353510234, 0.097820287945282, 54.0610909090907, 53.6867526881721, 54.2151843711844, 54.7914919908466
6/16/2017, 53.96, 54.55, 53.67, 54.46, 3127207, 1.3956680788013, 0.804835914983608, 0.715832327539839, 1.78641746317789, 0, 0.608927725286321, 0.490600227865451, 0.11832749742087, 54.1439999999997, 53.8359569892474, 54.271934065934, 54.879023988006
6/19/2017, 54.43, 54.65, 53.96, 54.19, 2716093, 1.39615573709066, 0.697089762061802, 0.701148981171894, 1.57429673188539, 0, 0.61969350064907, 0.516418882422175, 0.103274618226895, 54.2894545454543, 53.9747526881721, 54.3193211233211, 54.954323607427
6/20/2017, 53.49, 53.49, 52.83, 52.83, 2458484, 1.48920680339382, 0.0645092413296843, 0.218998407384265, 1.55107956734906, 0, 0.51257616225066, 0.515650338387872, -0.00307417613721206, 53.882727272727, 53.8891612903226, 54.3104273504273, 54.9810662031001
6/21/2017, 52.92, 53.16, 52.56, 52.61, 1995599, 1.47768590861302, 0.0527483079158029, 0.165120157494739, 1.38985978128952, 0, 0.405261140288935, 0.493572498768085, -0.0883113584791494, 53.4563636363633, 53.7925806451614, 54.30284004884, 54.9992436974789
6/22/2017, 53.01, 53.38, 52.74, 53.11, 1138649, 1.4630766874322, 0.522220973010684, 0.322766237440553, 1.47269449837956, 0, 0.356450098691703, 0.466148018752808, -0.109697920061106, 53.2323636363633, 53.7912258064517, 54.3098315018315, 55.0330798319327
6/23/2017, 53.28, 53.72, 53.1, 53.56, 1300271, 1.43612402401135, 0.944866086530428, 0.548638013398157, 1.59835149973289, 0, 0.350043156144679, 0.442927046231183, -0.0928838900865037, 53.1803636363633, 53.8393333333334, 54.3287545787545, 55.0803512396694
6/26/2017, 54.08, 54.31, 54, 54.24, 2355147, 1.41635071146286, 0.782477940434565, 0.746057257787847, 1.68138630913536, 0, 0.395279390261457, 0.433397515037238, -0.0381181247757802, 53.3983636363633, 53.9677849462366, 54.3683492063492, 55.1480761414442
6/27/2017, 53.84, 53.91, 53.39, 53.61, 1675059, 1.4406215157668, 0.614214107295231, 0.460462082372631, 1.44498086896191, 0, 0.375959865535151, 0.42190998513682, -0.0459501196016692, 53.3892727272723, 54.0450322580646, 54.369619047619, 55.1930827668932
6/28/2017, 53.98, 54.45, 53.76, 54.36, 1707475, 1.42697081470282, 0.758437312548026, 0.679543101551402, 1.48607832702006, 0, 0.416368102680821, 0.42080160864562, -0.00443350596479969, 53.7352727272723, 54.1996989247313, 54.3925201465201, 55.2605310778914
6/29/2017, 53.82, 53.95, 53.12, 53.6, 2448738, 1.49051542561349, 0.191979563156042, 0.653478427017242, 1.48531928442296, 0, 0.38265526166753, 0.413172339250002, -0.0305170775824722, 53.7303636363632, 54.1788602150539, 54.4067594627594, 55.3014916129032
6/30/2017, 53.82, 54.09, 53.78, 53.94, 1948533, 1.45248508476528, 0.457332896914122, 0.605259072685541, 1.6055816943481, 0, 0.379003830541244, 0.406338637508251, -0.0273348069670069, 53.9887272727268, 54.1344731182797, 54.4284395604395, 55.3516914285714
7/3/2017, 54.11, 54.36, 53.83, 53.9, 1376325, 1.43004996657935, 0.306389181663371, 0.619952581945602, 1.5219686252312, 0, 0.368633007515903, 0.398797511509781, -0.0301645039938777, 54.2076363636358, 54.1496344086023, 54.4503907203907, 55.3988851393576
7/5/2017, 53.57, 54.08, 53.45, 53.85, 1765391, 1.41830470823947, 0.670313750554865, 0.415037461660862, 1.43546459898092, 0, 0.352318168877645, 0.389501642983354, -0.0371834741057092, 54.1530909090904, 54.1355913978496, 54.4513284493284, 55.4428690944882
7/6/2017, 53.69, 53.71, 53.27, 53.47, 2114889, 1.41120110551264, 0.695852502279997, 0.372024325200767, 1.24529624047415, 0, 0.305207475712301, 0.372642809529143, -0.0674353338168424, 53.8676363636358, 54.0770967741937, 54.4346251526251, 55.4735646802325
7/7/2017, 54.01, 54.23, 53.51, 54.14, 2054302, 1.3942385843401, 0.742622891442376, 0.78992313429542, 1.3726511368083, 0, 0.31826653405043, 0.361767554433401, -0.0435010203829707, 53.8667272727267, 54.1614408602152, 54.424818070818, 55.5236159809183
7/10/2017, 54.5, 55.3, 54.43, 55.25, 2974252, 1.40289363092062, 1.11012878978236, 0.914025016201014, 1.55447139978941, 0, 0.413418029511348, 0.37209764944899, 0.0413203800623579, 54.2830909090903, 54.3492473118281, 54.484293040293, 55.6057451556077
7/11/2017, 55.03, 55.5, 55.02, 55.11, 1981130, 1.37968389499085, 0.638328530607887, 0.807579466717447, 1.5647596583469, 0, 0.472087514222764, 0.392095622403745, 0.0799918918190191, 54.6949090909085, 54.5304516129034, 54.5182539682539, 55.6811276891048
7/12/2017, 56.2, 56.39, 55.68, 56.02, 2639762, 1.40365334666724, 1.01046390206524, 0.922029932413753, 1.73558575004202, 0, 0.585266312623759, 0.430729760447748, 0.154536552176011, 55.2476363636357, 54.7465591397851, 54.6144761904761, 55.7814513556619
7/13/2017, 56.17, 56.38, 55.96, 56.35, 1303570, 1.36292861501835, 1.06003691960516, 0.92792510008802, 1.83437451843073, 0, 0.693594245130249, 0.483302657384248, 0.210291587746001, 55.9329090909084, 54.9502580645163, 54.7274407814407, 55.8886320278307
7/14/2017, 56.73, 57.27, 56.51, 57.05, 2282958, 1.35952631171726, 1.30441454119667, 1.26620544297284, 1.72556701118091, 0, 0.826402804841827, 0.551922686875764, 0.274480117966063, 56.5994545454539, 55.2455913978496, 54.8624615384615, 56.0133631840796
7/17/2017, 56.96, 57.41, 56.76, 57.2, 3076651, 1.34498124614154, 1.34861943877763, 1.51319587718676, 1.77200210127467, 0, 0.933003211398287, 0.628138791780269, 0.304864419618018, 57.1976363636357, 55.5201505376346, 54.9853406593406, 56.1389477124183
7/18/2017, 57.34, 57.44, 57.12, 57.27, 1679590, 1.30410827510619, 1.28995706910201, 1.36897902935403, 1.72480227642266, 0, 1.01147357879838, 0.704805749183891, 0.306667829614489, 57.6341818181811, 55.8667096774195, 55.0902905982905, 56.2630291970803
7/19/2017, 57.38, 57.57, 57.01, 57.15, 1618921, 1.29049810795389, 1.19924619906846, 1.48527173826232, 1.83799233297116, 0, 1.0518537973734, 0.774215358821794, 0.277638438551611, 57.8354545454538, 56.1593978494625, 55.1940488400488, 56.3801682005712
7/20/2017, 57.16, 57.43, 57.1, 57.25, 1596421, 1.25265272534649, 1.08067859509654, 1.40466249038583, 1.81785807526331, 0, 1.07948099087379, 0.835268485232193, 0.244212505641597, 57.815272727272, 56.4508817204303, 55.2931452991452, 56.4968960483787
7/21/2017, 57.32, 57.46, 57.17, 57.32, 1501800, 1.21386340020555, 1.26218625295794, 1.28314864042951, 2.00501229632402, 0, 1.09440849585702, 0.887096487357158, 0.207312008499859, 57.7470909090901, 56.721806451613, 55.3830183150182, 56.6123710174717
7/24/2017, 57.23, 57.28, 56.74, 57.18, 1603334, 1.20671069595651, 0.985694526665181, 1.25273164895189, 1.79071532920804, 0, 1.08246385166032, 0.926169960217791, 0.156293891442531, 57.6790909090901, 56.9506236559141, 55.4933797313797, 56.7206960486322
7/25/2017, 57.47, 57.47, 56.97, 57.03, 1765881, 1.19322692819662, 1.03713777700517, 1.20232926845931, 1.90044797094455, 0, 1.04880392983487, 0.950696754141206, 0.0981071756936619, 57.4259999999992, 57.1510967741937, 55.6036825396825, 56.8218160023973
7/26/2017, 57.11, 57.62, 56.89, 57.55, 1921495, 1.18674622292443, 2.03234760408308, 1.16712347072439, 1.77632894186126, 0, 1.05196149615585, 0.970949702544135, 0.0810117936117128, 57.4298181818173, 57.4040215053765, 55.7475189255189, 56.9346321284349
7/27/2017, 57.62, 57.72, 56.5, 56.63, 2391611, 1.25344133626763, 1.62032748678631, 0.98244995820906, 1.53343217084552, 0, 0.969056894314377, 0.970571140898183, -0.00151424658380583, 57.0983636363628, 57.5455053763443, 55.8532161172161, 57.018918997669
7/28/2017, 56.58, 56.69, 56.17, 56.68, 1738433, 1.23559039748048, 1.44755688315581, 1.2803600967159, 1.56596748764689, 0, 0.897048367010498, 0.955866586120646, -0.058818219110148, 56.9089090909082, 57.6514623655916, 55.9505421245421, 57.1022260536398
7/31/2017, 56.6, 56.6, 56.02, 56.3, 2268665, 1.24034814463116, 1.10396799361143, 1.42360404184382, 1.61704212516624, 0, 0.800095265937543, 0.924712322084026, -0.124617056146483, 56.6383636363628, 57.7358279569895, 56.0280219780219, 57.1728436466698
8/1/2017, 56.49, 56.92, 56.16, 56.24, 3422172, 1.24715541457321, 0.828024334027197, 1.12892847377224, 1.74778358512166, 0, 0.71023063955915, 0.881815985579051, -0.171585346019901, 56.410181818181, 57.7827096774196, 56.1104175824175, 57.2398378529494
8/2/2017, 56.08, 56.67, 56, 56.39, 1508374, 1.24105372388398, 1.19968756109535, 1.21171729297919, 1.67472128872992, 0, 0.643695896504177, 0.834191967764076, -0.190496071259899, 56.2659999999992, 57.7447311827959, 56.2133479853479, 57.3089759146902
8/3/2017, 56.46, 56.47, 56.18, 56.37, 1684967, 1.20514224792135, 0.9017965634332, 1.13989405269097, 1.69002190844381, 0, 0.582636529193252, 0.783880880049911, -0.201244350856659, 56.1763636363628, 57.6665806451615, 56.3105323565323, 57.3756457464175
8/4/2017, 56.63, 56.67, 56.22, 56.47, 1581987, 1.18270187868887, 1.38975255216665, 0.924892047696878, 1.75650129814182, 0, 0.536135469001586, 0.734331797840246, -0.19819632883866, 56.1832727272719, 57.6101935483873, 56.4031868131867, 57.4431114093959
8/7/2017, 56.38, 56.44, 56.2, 56.39, 1688825, 1.14910119409616, 1.18922351324831, 1.0397959817157, 1.49931359761442, 0, 0.487211442139149, 0.684907726700027, -0.197696284560878, 56.1809090909082, 57.5519784946238, 56.5005274725274, 57.5065977924944
8/8/2017, 56.55, 56.86, 56.41, 56.51, 1529315, 1.13091356429531, 1.26771673186649, 0.958781498057114, 1.41138862437506, 0, 0.452901034288068, 0.638506388217635, -0.185605353929567, 56.2330909090901, 57.5360645161292, 56.5959731379731, 57.5714691530149
8/9/2017, 55.75, 56.13, 55.61, 56.06, 1523744, 1.16326309743867, 1.05052157322486, 1.16332265949408, 1.18755199729958, 0, 0.384960959370133, 0.587797302448135, -0.202836343078001, 56.2621818181809, 57.4064086021507, 56.6579511599511, 57.6228328173374
8/10/2017, 56.01, 56.07, 55.47, 55.58, 3133706, 1.16862005722007, 1.00266739131306, 1.15793941082531, 1.02985605008041, 0, 0.289053938173794, 0.528048629593266, -0.238994691419473, 56.0227272727264, 57.2500430107529, 56.7058095238094, 57.6603072744249
8/11/2017, 55.6, 56.21, 55.49, 56.01, 1591263, 1.16594014713938, 0.905516663869584, 1.13197135993822, 1.16106899580834, 0, 0.244921041929672, 0.471423112060547, -0.226502070130876, 55.99909090909, 57.0896989247314, 56.7702442002441, 57.7077042312526
8/14/2017, 56.5, 56.89, 56.41, 56.71, 2123594, 1.17155867147263, 0.763068000326698, 1.34189290338683, 1.26436705353807, 0, 0.263393319323249, 0.429817153513088, -0.166423834189838, 56.1778181818172, 57.0252903225808, 56.8620976800976, 57.7716401985111
8/15/2017, 56.6, 56.8, 56.46, 56.74, 724867, 1.1423535009914, 0.855150684201917, 1.01280830827422, 1.16769388023945, 0, 0.277257430451286, 0.399305208900728, -0.122047778449442, 56.3325454545445, 56.9441505376346, 56.9471257631257, 57.834627633513
8/16/2017, 57.19, 57.21, 56.66, 57.11, 2745270, 1.1263575689711, 0.624962056811129, 1.18470059480843, 1.08360176654658, 0, 0.314475666458137, 0.382339300412209, -0.0678636339540729, 56.6178181818172, 56.888301075269, 57.0577997557997, 57.9052745303555
8/17/2017, 56.99, 57.2, 56.22, 56.22, 1858360, 1.17413672582253, -0.0484394243371564, 0.844699440909952, 0.925104515766594, 0, 0.269054333797321, 0.359682307089232, -0.0906279732919107, 56.5523636363626, 56.6731612903228, 57.1261001221, 57.951767375209
8/18/2017, 56.26, 57.05, 56.03, 56.86, 1828229, 1.1925689129345, -0.0789134469256027, 1.03331549357873, 1.08107303334094, 0, 0.281455804404395, 0.344037006552264, -0.0625812021478696, 56.7361818181808, 56.5661505376346, 57.215343101343, 58.0129150943396
8/21/2017, 57.12, 57.45, 57.02, 57.33, 1146242, 1.1751089302282, 0.0817116216706694, 1.15039557966278, 1.06050963221078, 0, 0.325457460242951, 0.340321097290402, -0.0148636370474504, 57.0450909090898, 56.5752258064518, 57.3101636141635, 58.084099378882
8/22/2017, 57.62, 57.64, 57.37, 57.43, 1418079, 1.14139901134396, 0.0963110556520311, 1.11152870385689, 1.11157621189899, 0, 0.364199983076638, 0.345096874447649, 0.0191031086289889, 57.3612727272716, 56.57423655914, 57.4005592185591, 58.1559351276742
8/23/2017, 56.83, 57.32, 56.82, 57.27, 1306194, 1.1406149460522, 0.0767709704000836, 1.02827243169469, 1.1776128098714, 0, 0.377639851586494, 0.351605469875418, 0.0260343817110759, 57.4819999999989, 56.5986451612906, 57.4927228327227, 58.2220442323714
8/24/2017, 57.47, 57.58, 57.22, 57.29, 1651196, 1.11462501418029, 0.0374599715696477, 0.90892359919931, 1.09271093801579, 0, 0.385461516640248, 0.358376679228384, 0.0270848374118641, 57.4476363636352, 56.6395268817206, 57.5764126984126, 58.286960945683
8/25/2017, 57.61, 57.82, 57.38, 57.62, 1150252, 1.09882026569367, 0.163135874731232, 1.11892452051337, 1.14348098552661, 0, 0.413521664284744, 0.369405676239656, 0.0441159880450878, 57.5199999999989, 56.7628817204303, 57.6565445665445, 58.3582106430155
8/28/2017, 57.32, 57.35, 56.51, 56.62, 1527286, 1.1603377344367, -0.226955021048017, 0.63027180738146, 0.953373131076208, 0, 0.351021533074196, 0.365728847606564, -0.0147073145323683, 57.2990909090897, 56.7656774193551, 57.7000634920634, 58.4036714129244
8/29/2017, 56.33, 56.65, 56.17, 56.59, 1362293, 1.1453155398059, -0.174707028876867, 0.700930553241063, 0.987344888363964, 0, 0.295660786022353, 0.351715235289722, -0.056054449267369, 57.0787272727261, 56.7730752688175, 57.7362759462759, 58.4472015006132
8/30/2017, 56.63, 56.92, 56.49, 56.85, 1225782, 1.12089245519323, -0.294567556697553, 1.26555973901762, 0.92217228397152, 0, 0.269658368405985, 0.335303861912974, -0.0656454935069898, 57.0303636363624, 56.8098494623659, 57.7991404151403, 58.495737810094
8/31/2017, 56.82, 56.87, 56.4, 56.47, 1510824, 1.11362846243755, -0.0599698950724599, 1.21713602326381, 0.851562611932481, 0, 0.215899683738961, 0.311423026278172, -0.0955233425392109, 56.6869090909079, 56.8070107526884, 57.8377875457874, 58.5340455057762
9/1/2017, 56.75, 57.01, 56.54, 56.76, 1719441, 1.10011045296258, 0.0569111169813969, 1.15231871895437, 0.936620760431817, 0, 0.194454564028462, 0.28802933382823, -0.0935747697997681, 56.5579999999988, 56.8506666666669, 57.8625323565322, 58.5781141663765
9/5/2017, 56.45, 56.61, 55.44, 55.56, 3026077, 1.18646788777264, -0.296818880625724, 0.615124250845772, 0.810097794560864, 0, 0.0797103299073783, 0.246365533044059, -0.166655203136681, 56.1139999999987, 56.7363440860218, 57.8405958485957, 58.5930423116614
9/6/2017, 55.67, 56.35, 55.63, 56.18, 3236311, 1.18501509527262, -0.00304966475206067, 0.593249123862282, 0.952707751955289, 0, 0.0383613108107141, 0.20476468859739, -0.166403377786676, 56.000727272726, 56.7011397849465, 57.8498534798533, 58.6217945056439
9/7/2017, 56.54, 56.73, 56.18, 56.41, 1571590, 1.16992449299406, 0.0299352035144908, 0.860603655068502, 0.883266457963095, 0, 0.02387576809042, 0.168586904495996, -0.144711136405576, 56.0030909090896, 56.7352688172045, 57.8728156288155, 58.6550221804005
9/8/2017, 56.21, 56.28, 55.72, 55.86, 1743912, 1.18413298634631, -0.182754926776253, 0.477756295321417, 0.830241582187555, 0, -0.0316200362413355, 0.12854551634853, -0.160165552589865, 55.8663636363623, 56.6456344086025, 57.8747789987789, 58.6747319115008
9/11/2017, 55.97, 56.48, 55.97, 56.43, 1329889, 1.16849876282899, 0.00725536561446514, 0.890968365016952, 1.04986357455173, 0, -0.0292692272563357, 0.0969825676275568, -0.126251794883893, 56.0705454545441, 56.6366236559143, 57.8821978021977, 58.706798686371
9/12/2017, 56.2, 56.39, 56.1, 56.24, 1541895, 1.14316262317066, -0.0355521545166268, 0.729582403285282, 0.917087133151316, 0, -0.0422505680543424, 0.069135940491177, -0.111386508545519, 56.0739999999986, 56.5797849462369, 57.8606544566543, 58.733685064935
9/13/2017, 55.99, 56.06, 55.65, 55.89, 1980451, 1.14558762982218, -0.217206894935736, 0.633587889024121, 0.873506095686617, 0, -0.0798598741718308, 0.0393367775585754, -0.119196651730406, 55.9712727272714, 56.4749247311831, 57.8356190476189, 58.7519183359013
9/14/2017, 55.6, 56.13, 55.35, 56.13, 1943629, 1.15313643326606, 0.0502793954030825, 0.719576039581293, 0.760965171273962, 0, -0.0892704715667492, 0.0136153277335105, -0.10288579930026, 56.041636363635, 56.4127741935487, 57.8063247863247, 58.7749393766266
9/15/2017, 56.06, 56.11, 55.81, 56.06, 2197977, 1.1253883446176, 0.215153521190421, 0.822856831878332, 0.785123217440302, 0, -0.101210165006457, -0.00934977081448288, -0.0918603941919736, 56.0510909090895, 56.3420860215057, 57.7797753357752, 58.7957215491808
9/18/2017, 55.78, 56.19, 55.76, 55.91, 2214690, 1.11044190787515, -0.0184150745794972, 0.578262208064847, 0.978535019028803, 0, -0.121377045450593, -0.031755225741705, -0.0896218197088884, 56.0890909090895, 56.2610322580649, 57.7563956043955, 58.8125493482309
9/19/2017, 55.93, 56.21, 55.32, 55.65, 3835504, 1.1398125196017, -0.423935959854031, 0.158151172996119, 0.844071011883432, 0, -0.156534834454398, -0.0567111474842435, -0.0998236869701542, 55.843636363635, 56.1452688172046, 57.718586080586, 58.8230982197667
9/20/2017, 55.87, 56.41, 55.48, 55.86, 2404107, 1.16199495846836, -0.345599994252242, 0.271968373585556, 0.820217056598912, 0, -0.16554410122999, -0.0784777382333929, -0.0870663629965974, 55.7898181818167, 56.0689247311832, 57.6886300366299, 58.8378258757816
9/21/2017, 55.74, 55.95, 55.36, 55.73, 1503742, 1.15940402765191, -0.561307695688337, -0.0714956428536026, 0.736828357141746, 0, -0.181086471481748, -0.098999484883064, -0.0820869865986844, 55.754545454544, 55.9502795698928, 57.6644444444443, 58.8492199603675
9/22/2017, 55.78, 56.2, 55.78, 55.99, 1636642, 1.1382908936951, -0.0838261323492996, -0.0948704823636481, 0.729854029480782, 0, -0.170459137958403, -0.113291415498132, -0.0571677224602712, 55.7361818181803, 55.8347526881724, 57.6454188034187, 58.8658184842005
9/25/2017, 55.61, 55.83, 55.39, 55.59, 1471958, 1.14312397519499, -0.570510216464905, -0.475309171574768, 0.811601030290259, 0, -0.192099157130038, -0.129052963824513, -0.0630461933055247, 55.6865454545439, 55.6944946236563, 57.5839365079364, 58.8732649823737
9/26/2017, 55.5, 56, 55.11, 55.41, 1425178, 1.16980596809303, -0.896827866601526, -0.589101875754175, 0.942390661678006, 0, -0.221223398280131, -0.147487050715637, -0.0737363475644943, 55.5825454545439, 55.5807741935488, 57.4938339438338, 58.8765004359198
9/27/2017, 54.84, 55.05, 54.25, 54.42, 2952886, 1.23811101171321, -1.31128888024536, -0.910796700781992, 0.607800504303587, 0, -0.320494830539829, -0.182088606680475, -0.138406223859354, 55.1118181818167, 55.3518279569896, 57.3854725274724, 58.8583479960899
9/28/2017, 54.22, 54.55, 54.09, 54.44, 2700202, 1.21802169718151, -1.23119130583972, -0.865437866879849, 0.719267965743588, 0, -0.393023789369622, -0.224275643218304, -0.168748146151317, 54.7761818181803, 55.1650537634412, 57.2726642246641, 58.8407526453521
9/29/2017, 54.5, 54.84, 54.36, 54.61, 2924902, 1.1974665104346, -1.15545768364594, -0.83888698586517, 0.66650654654917, 0, -0.431808315069667, -0.265782177588577, -0.16602613748109, 54.577454545453, 54.9577419354842, 57.1709450549449, 58.8268693009118
10/2/2017, 54.46, 54.83, 54.39, 54.67, 1982803, 1.1765861318473, -1.28974505377225, -0.841236388434112, 0.562898841347719, 0, -0.45248783446349, -0.303123308963559, -0.149364525499931, 54.4485454545439, 54.8110967741939, 57.0922319902319, 58.8143024227234
10/3/2017, 54.59, 54.99, 54.51, 54.84, 2318650, 1.15805553677402, -0.839788947158391, -0.737661863334852, 0.597042025403939, 0, -0.449971927043116, -0.332493032579471, -0.117478894463645, 54.3939999999984, 54.7314838709681, 57.0095775335774, 58.8053204739597
10/4/2017, 54.74, 54.99, 54.57, 54.64, 2381318, 1.14261305554269, -0.92200480725149, -0.755811491604986, 0.546629349170502, 0, -0.458827305251731, -0.357759887113923, -0.101067418137808, 54.3565454545439, 54.649225806452, 56.9259023199022, 58.7921531413612
10/5/2017, 54.74, 55.02, 53.84, 54, 3997308, 1.20760663865019, -1.33102273129358, -1.13500335836752, 0.297254691710158, 0, -0.511590609486383, -0.388526031588415, -0.123064577897968, 54.1385454545438, 54.4930967741939, 56.7906495726495, 58.7658041882556
10/6/2017, 53.7, 53.79, 53.28, 53.57, 2269333, 1.22363674748469, -1.35831620449081, -1.01834905982347, 0.24929967776879, 0, -0.581401282496586, -0.427101081770049, -0.154300200726537, 53.918363636362, 54.3048387096778, 56.6256166056165, 58.730899524598
10/9/2017, 53.52, 53.55, 52.91, 53.05, 1922897, 1.23605484513887, -1.74811175552404, -1.20321236846262, 0.353176337341406, 0, -0.67095208006873, -0.475871281429785, -0.195080798638945, 53.5705454545438, 54.096602150538, 56.4475360195359, 58.6857969865186
10/10/2017, 53.53, 53.65, 52.53, 52.59, 3228545, 1.2910073028691, -1.60293698198732, -1.23445059455678, 0.429297946375361, 0, -0.770161940501957, -0.53472941324422, -0.235432527257737, 53.1663636363619, 53.7928172043014, 56.2459999999999, 58.6319539508111
10/11/2017, 52.73, 53.08, 52.59, 52.93, 2668027, 1.26486624513493, -1.82621250441687, -1.08396321109496, 0.238085375692498, 0, -0.811991182260165, -0.590181767047409, -0.221809415212756, 52.8354545454528, 53.5561720430111, 56.0911159951159, 58.585774370662
10/12/2017, 52.74, 52.92, 52.34, 52.44, 3771236, 1.26910567958128, -2.24079998436465, -1.29229036688037, 0.169419208754133, 0, -0.874598238540685, -0.647065061346064, -0.227533177194621, 52.4205454545437, 53.2983010752691, 55.9105274725274, 58.5303614828488
10/13/2017, 52.53, 52.78, 51.99, 52.12, 3346855, 1.28883934661128, -2.16688027099462, -1.3922017472175, 0.0499969846398955, 0, -0.939209485044906, -0.705493946085832, -0.233715538959073, 52.03818181818, 53.0029462365595, 55.7203150183149, 58.4693345515456
10/16/2017, 51.94, 52.35, 51.48, 51.48, 4804942, 1.32411793722049, -3.02595118266475, -1.62041267479415, -0.297617517889694, 0, -1.03018172108047, -0.770431501084759, -0.259750219995708, 51.5825454545436, 52.6737849462369, 55.5015164835164, 58.3964381909548
10/17/2017, 51.77, 52.95, 51.15, 52.82, 10412022, 1.39638984925607, -1.47524879977538, -1.01482665717998, 0.0832559588085582, 0, -0.982821715454996, -0.812909543958807, -0.169912171496189, 51.7978181818164, 52.4687096774196, 55.3430989010988, 58.3512447761194
10/18/2017, 52.79, 52.79, 52.18, 52.27, 2868612, 1.40174949771992, -1.55403348834673, -1.20494793286876, -0.112797159453788, 0.882989235067478, -0.978390694347233, -0.846005774036492, -0.132384920310741, 51.8932727272709, 52.2528602150541, 55.1661465201464, 58.295807595685
10/19/2017, 52.34, 52.6, 52.16, 52.56, 2714653, 1.3661714979743, -1.51656723106285, -0.98999069122986, 0.151869808692599, 0.967212826473988, -0.940635441976788, -0.864931707624551, -0.0757037343522365, 52.09018181818, 52.1143655913981, 55.0057264957263, 58.246866312247
10/20/2017, 52.61, 52.69, 51.91, 51.97, 4912922, 1.38764047021075, -1.71822159524922, -1.02631044008975, 0.119284861458229, 0.878421969093819, -0.947401150894798, -0.881425596278601, -0.0659755546161973, 52.0758181818163, 51.8891827956992, 54.8303663003661, 58.1870675166619
10/23/2017, 52.05, 52.19, 51.31, 51.35, 3039424, 1.41986156718618, -1.89318354333153, -1.33247022624196, -0.114233112615558, 0.854627229465847, -0.991364015136604, -0.903413280050201, -0.0879507350864024, 51.8305454545435, 51.6484301075272, 54.6208498168496, 58.1160674318508
10/24/2017, 51.34, 51.75, 51.27, 51.65, 4144027, 1.38750042403213, -1.62443886294271, -1.46364574302468, -0.0263284935390513, 0.971170761677351, -0.990578635096568, -0.920846351059475, -0.0697322840370935, 51.6896363636344, 51.4658494623659, 54.4413382173381, 58.0519332228274
10/25/2017, 51.97, 52, 50.62, 50.68, 4421673, 1.47950230971185, -2.03293811647224, -1.71355916938656, -0.543171316819746, 0.920243367514795, -1.0560535808191, -0.947887797011399, -0.108165783807697, 51.3329090909072, 51.1664731182799, 54.2154847374846, 57.9700365836499
10/26/2017, 50.83, 51.25, 50.19, 50.23, 3062451, 1.52363364928104, -2.16133041911854, -1.96049706036845, -0.595803014929967, 0.892233612861898, -1.1312142524727, -0.98455308810366, -0.146661164369042, 50.8454545454526, 50.8596129032261, 53.94231013431, 57.8807395020439
10/27/2017, 50.47, 50.87, 50.14, 50.68, 3860250, 1.50662021099482, -2.02938535561207, -1.58880461332891, -0.529819793441139, 0.910412960876391, -1.14131205217314, -1.01590488091756, -0.125407171255585, 50.5699999999981, 50.6432473118283, 53.6858217338216, 57.8013870997424
10/30/2017, 50.85, 50.98, 49.96, 50.15, 2623951, 1.54811040236404, -2.08371656448737, -1.95900543883727, -0.626486904465845, 0.79619494188276, -1.17849623083105, -1.04842315090026, -0.130073079930796, 50.0619999999981, 50.3843440860218, 53.4186910866909, 57.7131469583049
10/31/2017, 50.46, 50.63, 50.16, 50.33, 3540799, 1.51313033667055, -1.92117257426234, -2.05376107627585, -0.590856723365051, 0.834503814248611, -1.17984000350229, -1.07470652142066, -0.105133482081624, 49.9567272727253, 50.1681075268821, 53.1715970695969, 57.6296384563304
11/1/2017, 50.39, 50.64, 49.97, 50.08, 2293487, 1.51154267876193, -1.73370673179401, -2.16516230630029, -0.692142750041625, 0.86562705645777, -1.18739036666633, -1.09724329046979, -0.0901470761965335, 49.7909090909071, 49.9684731182799, 52.9310525030523, 57.5426696771886
11/2/2017, 50, 50.46, 49.89, 50.31, 1570967, 1.48604958228538, -1.62683576277789, -2.03306518522467, -0.667816270988428, 0.912412669357928, -1.16142680086418, -1.11007999254867, -0.051346808315506, 49.881999999998, 49.8266451612906, 52.6896092796091, 57.4613087961733
11/3/2017, 50.36, 50.44, 49.18, 50.13, 3641712, 1.54248946260799, -1.78311505120559, -2.09775665903464, -0.80146880337415, 0.803843717378746, -1.14220831710621, -1.11650565746018, -0.0257026596460308, 49.9156363636344, 49.7142795698928, 52.459382173382, 57.3777947435391
