Date,EWY_Open,EWY_High,EWY_Low,EWY_Close,EWY_Volume,EWY_ATRPercentOfClose20,EWY_SQN25,EWY_SQN50,EWY_SQN100,EWY_SQN200,EWY_MACD,EWY_MACD_Avg,EWY_MACD_Diff,EWY_LinReg10,EWY_LinReg30,EWY_LinReg90,EWY_LinReg270
6/13/2017, 67.69, 68.18, 67.69, 68.14, 2239713, 1.07955668040358, 1.00349205466797, 1.42673407065417, 2.12795950004138, 0, 1.0223387986657, 1.23521624175781, -0.212877443092114, 67.9258181818189, 69.08423655914, 67.6596727716727, 67.420624209861
6/14/2017, 68.77, 69.01, 68.28, 68.53, 3705601, 1.08321819046498, 0.935492091629646, 1.46075649478063, 2.18828109220075, 0, 1.00776598603939, 1.18972619061413, -0.181960204574741, 68.0234545454552, 69.1198064516131, 67.863177045177, 67.570256171402
6/15/2017, 67.35, 67.47, 67.06, 67.4, 3134725, 1.15536046680915, 0.781899694917449, 1.32354022988425, 1.83839547994036, 0, 0.894721577445679, 1.13072526798044, -0.23600369053476, 67.6905454545462, 68.9481935483873, 68.008017094017, 67.6757208237987
6/16/2017, 67.25, 67.36, 66.98, 67.27, 2957087, 1.13093103448476, 0.433316874429917, 1.41472963005723, 1.82068520891149, 0, 0.785587393191975, 1.06169769302275, -0.276110299830772, 67.5152727272734, 68.7420000000001, 68.1279926739926, 67.773059970015
6/19/2017, 67.76, 67.83, 67.47, 67.67, 2544989, 1.10941102638245, 0.593267539622819, 1.54508024036891, 1.77482544369075, 0, 0.723039671703262, 0.99396608875885, -0.270926417055588, 67.5220000000007, 68.5857419354841, 68.2539413919413, 67.8806277630416
6/20/2017, 67.4, 67.45, 66.83, 66.88, 1888916, 1.12918887481363, 0.13986723586931, 1.48354405036103, 1.67502383916719, 0, 0.602775335246832, 0.915727938056446, -0.312952602809614, 67.3010909090916, 68.4097634408604, 68.3396141636141, 67.9578690424454
6/21/2017, 66.86, 67.03, 66.7, 66.84, 2237470, 1.09805721648951, 0.105381641808534, 1.71131975191969, 1.69759976381148, 0, 0.498491022236848, 0.832280554892527, -0.333789532655678, 67.018727272728, 68.2574408602153, 68.4181953601952, 68.0310326164364
6/22/2017, 67.25, 67.6, 67.22, 67.45, 1961853, 1.09005837112899, 0.705209807225456, 1.95178357670782, 1.80435764848803, 0, 0.459766947687868, 0.757777833451595, -0.298010885763727, 67.0945454545461, 68.1281075268819, 68.5161636141635, 68.1218487394958
6/23/2017, 67.65, 68.16, 67.65, 68.04, 2072271, 1.0787509593771, 0.867812857830561, 1.93724587122609, 1.76461586947302, 0, 0.471253590731394, 0.700472984907555, -0.229219394176161, 67.3500000000007, 68.1274408602153, 68.6343907203906, 68.2290055096419
6/26/2017, 68.57, 68.6, 68.28, 68.38, 1210186, 1.06066546522692, 0.591049025330945, 1.95541261356507, 1.8130451165672, 0, 0.502005193221535, 0.660779426570351, -0.158774233348816, 67.5754545454553, 68.1493548387099, 68.7748937728937, 68.343739330714
6/27/2017, 68.22, 68.23, 67.69, 67.74, 1678351, 1.06808221562749, 0.253513688583504, 1.65932770948352, 1.60932734781166, 0, 0.469323341118695, 0.62248820948002, -0.153164868361324, 67.6990909090916, 68.1159354838712, 68.8659584859584, 68.4340343862455
6/28/2017, 67.7, 68.17, 67.68, 68.16, 1684470, 1.04437052262729, 0.490974247673827, 2.04710317652696, 1.59169159366942, 0, 0.471873760797465, 0.592365319743509, -0.120491558946044, 68.0676363636371, 68.1325376344089, 68.9643565323565, 68.5348308418568
6/29/2017, 67.89, 67.96, 66.99, 67.34, 2802585, 1.09110603031129, 0.0624286619674671, 1.88924997417245, 1.4682711225373, 0, 0.403081368684852, 0.554508529531777, -0.151427160846926, 67.9470909090916, 67.9569032258067, 69.04389010989, 68.6062322580645
6/30/2017, 67.93, 68.01, 67.56, 67.81, 1502120, 1.07876900275924, -0.0152263871623153, 1.75719052426699, 1.65380018387862, 0, 0.382083552999063, 0.520023534225235, -0.137939981226171, 67.9661818181825, 67.8324516129035, 69.1407985347984, 68.6900761904762
7/3/2017, 67.75, 68, 67.68, 67.8, 836844, 1.04858052762904, -0.197081706013421, 1.64244651744567, 1.69449522160812, 0, 0.360480323581442, 0.488114892096476, -0.127634568515034, 68.0323636363643, 67.7783010752691, 69.2380732600732, 68.7708661417323
7/5/2017, 67.24, 67.35, 66.95, 67.31, 1929313, 1.0665439278649, -0.0404205837084863, 1.41898806060165, 1.60044413829244, 0, 0.300358359523983, 0.450563585581977, -0.150205226057994, 67.7641818181825, 67.6753333333336, 69.2978632478631, 68.8337696850393
7/6/2017, 66.81, 66.93, 66.54, 66.55, 2756378, 1.08263889098959, -0.388360729711854, 1.0200433197383, 1.45969922213555, 0, 0.189204588715143, 0.39829178620861, -0.209087197493468, 67.2020000000006, 67.4563870967745, 69.3095067155066, 68.8710719476744
7/7/2017, 66.87, 67.03, 66.62, 66.95, 1999482, 1.05820966819401, -0.251059170617412, 1.14082715655315, 1.52811956529661, 0, 0.131870955304052, 0.345007620027699, -0.213136664723647, 66.9158181818188, 67.3178064516132, 69.3304175824175, 68.9192140727489
7/10/2017, 67.02, 67.42, 67.02, 67.39, 1148498, 1.03360706961433, -0.431754697971728, 1.25667857839391, 1.58357889380037, 0, 0.120548354138052, 0.300115766849769, -0.179567412711718, 66.9269090909097, 67.2834623655916, 69.3730818070817, 68.9790440399295
7/11/2017, 67.52, 67.68, 67.35, 67.51, 2263172, 1.00462215079609, -0.331813314612942, 1.28883377532166, 1.49197348818555, 0, 0.119876249473663, 0.264067863374548, -0.144191613900885, 67.0829090909097, 67.3024301075271, 69.3972527472527, 69.040506592644
7/12/2017, 68.08, 68.79, 68.08, 68.7, 2062499, 1.03101803974137, 0.0873357948296376, 1.43148911584129, 1.78211181932604, 0, 0.212912335568831, 0.253836757813405, -0.0409244222445738, 67.5694545454551, 67.4143870967744, 69.4570354090353, 69.1356071998177
7/13/2017, 69.02, 69.21, 68.87, 69.11, 1362578, 1.01055407847953, 0.449558540713866, 1.33887625020196, 1.87690301736344, 0, 0.316084057317809, 0.266286217714286, 0.0497978396035237, 68.2292727272733, 67.5864946236562, 69.5258144078143, 69.2400235663786
7/14/2017, 69.91, 70.52, 69.81, 70.43, 3434930, 1.04213293689528, 0.676601539172792, 1.68961583403178, 1.87776305923826, 0, 0.49861365062749, 0.312751704296926, 0.185861946330564, 69.1292727272732, 67.9184516129035, 69.6523711843711, 69.3803084577114
7/17/2017, 70.09, 70.12, 69.92, 70.02, 1385579, 1.03224152539643, 0.660493505097495, 1.55541726098001, 1.78884499372125, 0, 0.603232407202, 0.370847844877941, 0.232384562324059, 69.8130909090914, 68.2423655913981, 69.7466178266177, 69.504582788671
7/18/2017, 70.22, 70.54, 70.14, 70.46, 2635060, 1.01140610314852, 1.04258437344086, 1.55457769173197, 1.79725072788837, 0, 0.713423941188282, 0.439363064140009, 0.274060877048272, 70.5263636363641, 68.6026666666669, 69.8425006105005, 69.6380968226707
7/19/2017, 70.76, 70.91, 70.56, 70.71, 1540797, 0.989258808180634, 0.853641172555107, 1.31575229107809, 1.92102384123928, 0, 0.811569172189621, 0.513804285749932, 0.297764886439689, 71.0829090909095, 68.9820430107529, 69.9602173382172, 69.7750618851158
7/20/2017, 71.01, 71.01, 70.74, 70.95, 1677971, 0.957758503314025, 0.804286903961694, 1.2323072868011, 2.03484504748587, 0, 0.898360231553184, 0.590715474910582, 0.307644756642602, 71.3849090909095, 69.3322795698927, 70.1004884004883, 69.915078719633
7/21/2017, 71.37, 71.5, 71.22, 71.46, 1722062, 0.94186002686291, 1.45706797000294, 1.53044958128639, 2.12812458891665, 0, 0.996804962034005, 0.671933372335267, 0.324871589698738, 71.7030909090913, 69.7583655913981, 70.2554139194138, 70.0657348406989
7/24/2017, 71.67, 71.78, 71.55, 71.65, 1014920, 0.914725075277633, 1.57881045872264, 1.35348273224454, 2.08876285116116, 0, 1.07773111882628, 0.753092921633469, 0.324638197192809, 71.9289090909094, 70.1647741935487, 70.4533284493283, 70.2176443768997
7/25/2017, 71.41, 71.5, 71.18, 71.18, 2531685, 0.907741627724926, 1.24562929018637, 1.26577639687392, 2.17992644006747, 0, 1.09136008931793, 0.820746355170362, 0.270613734147569, 71.7840000000003, 70.4402795698928, 70.6197899877899, 70.352240535411
7/26/2017, 71, 71.61, 71, 71.57, 1587060, 0.900271015905928, 1.76086705976348, 1.2081903842804, 2.32599596707108, 0, 1.12071201674794, 0.880739487485878, 0.239972529262066, 71.8116363636366, 70.8004516129035, 70.7988473748473, 70.4940372303752
7/27/2017, 71.5, 71.58, 70.68, 70.99, 2585023, 0.925634269305083, 1.5170659354589, 1.04917311073184, 2.2353291128216, 0, 1.0846690879054, 0.921525407569782, 0.163143680335615, 71.5643636363639, 71.0909032258068, 70.9659096459095, 70.6159586247086
7/28/2017, 69.33, 69.67, 69.33, 69.64, 5463757, 1.01558354306533, 0.736023969939414, 1.01904917345712, 1.92124815381684, 0, 0.936377117012725, 0.924495749458371, 0.0118813675543544, 71.0121818181821, 71.1188602150541, 71.0586544566543, 70.6974521072797
7/31/2017, 69.88, 69.88, 69.55, 69.7, 2021952, 0.98764671509492, 0.56821257780451, 1.01816619249215, 1.97638047129773, 0, 0.814309309424317, 0.90245846145156, -0.0881491520272429, 70.4418181818184, 71.1313118279573, 71.1598559218558, 70.7782588568729
8/1/2017, 70.16, 70.38, 70.16, 70.25, 1603159, 0.979317113736799, 0.628744496655411, 0.862911215174835, 2.13208913100988, 0, 0.753266903941366, 0.872620149949521, -0.119353246008155, 70.1669090909094, 71.2245376344089, 71.2737142857141, 70.8716885658373
8/2/2017, 70.2, 70.36, 69.93, 70.12, 1844926, 0.962737819138756, 0.819074816656373, 0.759466589703293, 1.96662436724113, 0, 0.686487048888438, 0.835393529737305, -0.148906480848867, 69.9085454545457, 71.2319569892477, 71.3845714285713, 70.9590430226144
8/3/2017, 68.87, 69.06, 68.45, 68.68, 1962629, 1.0553555195706, 0.182276843533947, 0.462936387285717, 1.55838838159264, 0, 0.51147164052631, 0.770609151895106, -0.259137511368796, 69.2329090909093, 71.033096774194, 71.4262124542123, 71.0054571013967
8/4/2017, 69.11, 69.36, 68.93, 69.18, 1429212, 1.04448867056814, 0.600016531808356, 0.477630689664449, 1.62358303226006, 0, 0.408408609581315, 0.698169043432348, -0.289760433851033, 68.9558181818184, 70.92647311828, 71.4842490842489, 71.0637181208053
8/7/2017, 69.08, 69.4, 69.08, 69.4, 1183216, 1.01217348585603, 0.522468656924756, 0.369626598834288, 1.39217534575457, 0, 0.340556849045143, 0.626646604554907, -0.286089755509764, 68.9170909090911, 70.8759354838714, 71.5493797313796, 71.1260830022075
8/8/2017, 69.29, 69.47, 68.72, 68.81, 3174845, 1.02430748325081, 0.336016537343351, 0.1162711829359, 1.3201354539138, 0, 0.236450121000615, 0.548607307844048, -0.312157186843433, 68.7032727272729, 70.7644301075273, 71.5756727716726, 71.1711868246776
8/9/2017, 67.1, 67.61, 67.02, 67.47, 4273620, 1.12506992776588, 0.0722211735811013, 0.0305444632705821, 1.06094686760929, 0, 0.0452958455127259, 0.447945015377784, -0.402649169865058, 68.2338181818184, 70.4374623655918, 71.5322905982904, 71.1799948400413
8/10/2017, 66.7, 66.76, 65.76, 65.81, 5281618, 1.225695861192, -0.174495814619264, -0.375094054412453, 0.624837651591993, 0, -0.237406744633191, 0.310874663375589, -0.54828140800878, 67.2985454545456, 69.9296129032262, 71.4166886446885, 71.1452839317545
8/11/2017, 66, 66.26, 65.86, 66.02, 2776663, 1.19478782783692, -0.226567662392733, -0.333132230542013, 0.725591601860478, 0, -0.439439751218927, 0.160811780456686, -0.600251531675613, 66.4483636363638, 69.4089032258069, 71.2950818070816, 71.1164206116464
8/14/2017, 66.9, 67.47, 66.86, 67.3, 4246966, 1.22118718832249, 0.00607389466177192, -0.245104766394703, 0.826313872164903, 0, -0.490611596820656, 0.0305271050012173, -0.521138701821874, 66.2498181818184, 69.0904516129037, 71.2156776556775, 71.12058808933
8/15/2017, 67.52, 67.86, 67.42, 67.62, 2069795, 1.19604559132503, 0.0571827931107261, -0.145330759495361, 0.919253616931218, 0, -0.499585417769907, -0.0754953995530076, -0.4240900182169, 66.4027272727275, 68.8152258064521, 71.1414529914528, 71.1324644781969
8/16/2017, 67.4, 67.72, 67.4, 67.68, 2757495, 1.15887666579682, -0.242184614393201, -0.132884362882668, 0.865673272866699, 0, -0.496136583268381, -0.159623636296082, -0.336512946972299, 66.6938181818184, 68.5161075268822, 71.05378021978, 71.1452721115859
8/17/2017, 67.57, 67.64, 66.74, 66.77, 3630113, 1.18632820284667, -0.582428073279581, -0.18075099764956, 0.726022707834611, 0, -0.560373119390917, -0.239773532915049, -0.320599586475868, 66.5156363636365, 68.0484731182801, 70.9025152625151, 71.1346620491999
8/18/2017, 67.39, 67.8, 67.17, 67.45, 3219619, 1.19200263007959, -0.776615867958933, -0.134779254689966, 0.831542350518049, 0, -0.550069857157681, -0.301832797763576, -0.248237059394105, 66.7765454545456, 67.6923655913984, 70.7665518925517, 71.1409198113207
8/21/2017, 67.49, 67.6, 67.33, 67.44, 2247514, 1.15258820475868, -0.672958567286946, -0.0661395028974802, 0.81235103452425, 0, -0.536526619144084, -0.348771562039677, -0.187755057104407, 67.1723636363638, 67.3610967741941, 70.6371526251524, 71.1464883540372
8/22/2017, 68.02, 68.58, 68.02, 68.51, 1814019, 1.16105708805253, -0.47503916250342, 0.29473973236798, 1.02033132578833, 0, -0.434445431308419, -0.365906335893425, -0.068539095414993, 67.9267272727274, 67.1732688172048, 70.5537435897434, 71.1779733149298
8/23/2017, 68.11, 68.45, 68.1, 68.37, 1875187, 1.1352467463413, -0.577322804873942, 0.0829282034462108, 1.04593024254708, 0, -0.360684438772694, -0.364861956469279, 0.00417751769658542, 68.381090909091, 67.0405591397855, 70.4712551892549, 71.2050609709914
8/24/2017, 68.85, 69.1, 68.66, 68.85, 2634628, 1.12397936158296, -0.508240490870942, 0.100807070182957, 1.08201849224367, 0, -0.260493525090595, -0.343988270193542, 0.0834947451029471, 68.6201818181819, 66.9982150537639, 70.382664224664, 71.242949274278
8/25/2017, 69.11, 69.46, 69.09, 69.3, 2214687, 1.1048582985965, -0.52075994090152, 0.430831491955511, 1.24138798733415, 0, -0.14313034741842, -0.303816685638518, 0.160686338220098, 68.8909090909092, 67.1026451612909, 70.3018266178264, 71.290620842572
8/28/2017, 69.17, 69.23, 68.98, 69.1, 1095216, 1.07580819230247, -0.621253648742183, 0.416972128236234, 1.29287176843356, 0, -0.0655024407246145, -0.256153836655737, 0.190651395931123, 69.1696363636364, 67.161655913979, 70.2307203907202, 71.3321971522453
8/29/2017, 68.22, 68.67, 68.02, 68.53, 2013125, 1.10931604820802, -0.649434071657118, 0.214179833758498, 1.23701237079213, 0, -0.0494064746172143, -0.214804364248033, 0.165397889630819, 69.2172727272728, 67.1836129032263, 70.1388351648349, 71.3590080080802
8/30/2017, 68.6, 68.75, 68.54, 68.63, 2432722, 1.06834266857804, -0.725953614555727, 0.406014046390666, 1.33961508676925, 0, -0.028255430235447, -0.177494577445516, 0.149239147210069, 69.2618181818183, 67.2473763440865, 70.0551086691084, 71.3873545765611
8/31/2017, 68.2, 68.58, 68.16, 68.47, 1630019, 1.05161880352396, -0.626485119409995, 0.380844581237281, 1.47012613308023, 0, -0.0241256327256849, -0.14682078850155, 0.122695155775865, 69.0172727272728, 67.3202580645167, 69.9801880341878, 71.4110622710622
9/1/2017, 68.54, 68.68, 68.37, 68.66, 3288649, 1.01884827415411, -0.244641905192466, 0.291784414699173, 1.57363034240259, 0, -0.00545840524394237, -0.118548311850028, 0.113089906606086, 68.8816363636364, 67.4672473118285, 69.9061855921854, 71.4384664114166
9/5/2017, 67.11, 67.17, 66.46, 66.73, 4686344, 1.16074353931141, -0.709900800626464, -0.224819575258861, 1.14029962744916, 0, -0.144730994479119, -0.123784848375846, -0.0209461461032724, 68.0112727272728, 67.400086021506, 69.7413089133087, 71.4200268317853
9/6/2017, 66.97, 67.21, 66.76, 66.95, 5450518, 1.13493047885493, -0.795796440548539, -0.248088673289624, 1.13660188788353, 0, -0.234648481834554, -0.145957575067588, -0.0886909067669666, 67.4696363636364, 67.3612473118285, 69.5822271062269, 71.4067972256221
9/7/2017, 67.83, 67.97, 67.71, 67.82, 2145926, 1.13955198733959, -0.524844871156798, 0.0533126696640127, 1.16233868009398, 0, -0.233020889513767, -0.163370237956824, -0.0696506515569436, 67.2856363636364, 67.486086021506, 69.4653992673991, 71.4136301922301
9/8/2017, 67.54, 67.57, 67.17, 67.35, 2435565, 1.13838448392431, -0.313716030309299, -0.122481044968058, 1.26304955460865, 0, -0.266583079125539, -0.184012806190567, -0.082570272934972, 67.0652727272727, 67.5368172043017, 69.3427594627593, 71.4092943990432
9/11/2017, 68.03, 68.52, 67.92, 68.46, 2038711, 1.14938190538544, -0.147453176285632, 0.256392617194618, 1.44950521231278, 0, -0.201293249572075, -0.187468894866868, -0.0138243547052063, 67.4001818181817, 67.6618709677426, 69.2556654456652, 71.4300893267652
9/12/2017, 68.31, 68.45, 68.22, 68.31, 1676732, 1.11187748471018, -0.238761286855887, 0.13540859817053, 1.25642282439958, 0, -0.159812121009423, -0.181937540095379, 0.022125419085956, 67.6890909090908, 67.7795053763447, 69.161675213675, 71.4468207792208
9/13/2017, 68.17, 68.21, 67.83, 67.93, 1302219, 1.09752294172715, -0.189976035601405, 0.063269976066056, 1.12411661886781, 0, -0.15580483087048, -0.1767109982504, 0.0209061673799197, 67.7758181818181, 67.8945591397856, 69.0560805860804, 71.4544106317411
9/14/2017, 68.08, 68.31, 67.93, 68.31, 2708969, 1.06466105635996, 0.250653432211999, 0.233691053083527, 1.1119978805256, 0, -0.120576272147716, -0.165484053029863, 0.0449077808821471, 68.0465454545454, 68.0641290322588, 68.9997851037849, 71.4701218815464
9/15/2017, 68.88, 68.88, 68.62, 68.73, 2272709, 1.04671390836536, 0.903028415326356, 0.469795658603257, 1.02870933604236, 0, -0.0580971874259149, -0.144006679909073, 0.0859094924831583, 68.447818181818, 68.2026666666674, 68.973001221001, 71.4946437762852
9/18/2017, 69.98, 70.25, 69.83, 69.84, 2177388, 1.08739425223158, 1.12059665066524, 0.594716303787565, 1.19833507183769, 0, 0.0800627471843285, -0.0991927944903929, 0.179255541674721, 69.2563636363635, 68.5150537634416, 68.976918192918, 71.5430484171322
9/19/2017, 70.04, 70.12, 69.85, 70.07, 1477217, 1.04961372694535, 0.858002992693362, 0.552829456495184, 1.24380554380692, 0, 0.20574289256632, -0.0382056570790502, 0.24394854964537, 69.6939999999998, 68.8670322580653, 69.0106324786323, 71.5953505217925
9/20/2017, 70.02, 70.2, 69.27, 69.7, 2574281, 1.06914077696855, 0.645998521673475, 0.458241735087676, 1.19236953978133, 0, 0.272349925072831, 0.023905459351326, 0.248444465721505, 69.8656363636362, 69.1284086021513, 69.0227399267397, 71.6383042923927
9/21/2017, 69.78, 69.94, 69.6, 69.69, 1923336, 1.04022322495297, 0.624630612377231, 0.230382116175751, 1.13625710051299, 0, 0.320633498403311, 0.0832510671617229, 0.237382431241588, 70.0578181818179, 69.2934408602158, 69.0456117216115, 71.6799873896595
9/22/2017, 69.36, 69.4, 69.17, 69.33, 1484990, 1.03084521447604, 0.825608031318566, 0.0801027195767999, 0.957506815222496, 0, 0.326090617127718, 0.131818977154922, 0.194271639972796, 69.9296363636361, 69.2878064516137, 69.051973137973, 71.7128439059159
9/25/2017, 69.3, 69.41, 68.58, 68.88, 2807160, 1.04595054854301, 0.472665605320774, -0.273857955676805, 0.964127895808235, 0, 0.290752569209502, 0.163605695565838, 0.127146873643664, 69.7599999999997, 69.2163655913986, 69.0106495726493, 71.7351486486486
9/26/2017, 68.69, 68.81, 68.47, 68.7, 2023774, 1.02609636236478, 0.418859420354635, -0.229720016906587, 0.910765031122951, 0, 0.24539367047916, 0.179963290548502, 0.0654303799306577, 69.4752727272724, 69.1889677419363, 68.9602490842488, 71.7529485614647
9/27/2017, 68.25, 68.26, 67.8, 68.15, 5131019, 1.04868934834538, -0.0946199643069697, -0.428794082838491, 0.766154833995631, 0, 0.163184918818885, 0.176607616202579, -0.0134226973836938, 68.9032727272724, 69.1040860215062, 68.9123296703295, 71.7584601230521
9/28/2017, 67.81, 68.11, 67.8, 68.06, 2342017, 1.02328489766751, -0.0785821132756481, -0.497544653419219, 0.515399345121723, 0, 0.089737208329268, 0.159233534627917, -0.0694963262986488, 68.3641818181814, 69.0083655913987, 68.8661318681317, 71.7617396745932
9/29/2017, 68.71, 69.2, 68.58, 69.06, 3404368, 1.04058111248897, 0.0886045261200427, -0.332673788896849, 0.566183870629696, 0, 0.110942139332238, 0.149575255568781, -0.0386331162365432, 68.2681818181814, 68.9764086021514, 68.8569206349205, 71.7858493752111
10/2/2017, 69.14, 69.65, 69.13, 69.22, 2452692, 1.02888478831355, -0.00167011489404297, -0.401274053814653, 0.702812291752219, 0, 0.139054924142741, 0.147471189283573, -0.00841626514083221, 68.4314545454541, 68.9953118279579, 68.8623809523807, 71.8126605402395
10/3/2017, 69.68, 70, 69.51, 69.88, 1781222, 1.02401881503593, 0.261691102977817, -0.304121668388559, 0.640329758606479, 0, 0.21214551139721, 0.1604060537063, 0.0517394576909099, 68.902545454545, 69.0858709677428, 68.9107814407813, 71.852554422706
10/4/2017, 69.86, 70.02, 69.69, 69.97, 2770085, 0.99514810711698, 0.472390901489285, -0.197783521267175, 0.671025996715679, 0, 0.274172091025093, 0.183159261170059, 0.0910128298550343, 69.3410909090904, 69.243440860216, 68.9732356532355, 71.8933818717278
10/5/2017, 70.05, 70.67, 70.05, 70.5, 3388512, 0.98792889932236, 0.598448683309919, -0.168668255315192, 0.65158149609184, 0, 0.361923148100786, 0.218912038556204, 0.143011109544581, 69.9459999999995, 69.449505376345, 69.0364029304027, 71.9442174006909
10/6/2017, 70.01, 70.5, 69.76, 70.23, 3405855, 0.994824690760573, 0.564806704346996, -0.110865257753827, 0.600426539137975, 0, 0.40501103443529, 0.256131837732022, 0.148879196703269, 70.341454545454, 69.6395698924741, 69.0908888888887, 71.9883777575984
10/9/2017, 70.09, 70.26, 69.98, 70.18, 1859464, 0.965705487753053, 0.490513579005601, 0.145036892368982, 0.788815986763166, 0, 0.430165235586998, 0.290938517303017, 0.139226718283981, 70.5805454545449, 69.8443870967752, 69.1417948717947, 72.0305186360032
10/10/2017, 70.94, 71.21, 70.93, 71.07, 3903004, 0.978395252201826, 1.6873914762676, 0.308148836396232, 0.905608470521975, 0, 0.515967926112253, 0.335944399064864, 0.180023527047389, 71.0201818181812, 70.1431182795709, 69.2502612942611, 72.089821559393
10/11/2017, 71.57, 71.86, 71.47, 71.78, 2306595, 0.975310992550635, 1.83079879348308, 0.336334959704241, 0.815023365925124, 0, 0.633950456568087, 0.395545610565509, 0.238404846002578, 71.4658181818176, 70.4812258064526, 69.3844420024418, 72.162250077696
10/12/2017, 72.23, 72.37, 72.15, 72.21, 2579991, 0.961881067622495, 1.70467238722361, 0.444583066892853, 0.830283535293712, 0, 0.753464399727861, 0.467129368397979, 0.286335031329882, 71.8439999999994, 70.8595913978505, 69.5350158730157, 72.2418643285648
10/13/2017, 72.62, 72.95, 72.62, 72.84, 3200557, 0.956679850334561, 2.17349354891955, 0.886383677083218, 0.963359308577372, 0, 0.888770601351879, 0.551457614988759, 0.33731298636312, 72.4134545454539, 71.2841290322591, 69.695299145299, 72.3325120552256
10/16/2017, 72.56, 72.67, 72.25, 72.36, 3458890, 0.955643066382683, 1.60372840513173, 0.684150490136486, 0.82597279667522, 0, 0.946360695486348, 0.630438231088277, 0.315922464398071, 72.6429090909084, 71.6322365591408, 69.8413675213674, 72.4118010050251
10/17/2017, 72.39, 72.44, 72.16, 72.35, 1975162, 0.927336774972749, 1.67215166081148, 0.636489751484444, 0.718265098679133, 0, 0.979898681540575, 0.700330321178737, 0.279568360361839, 72.8296363636357, 71.8265376344097, 69.9762393162392, 72.4893149253731
10/18/2017, 72.52, 72.64, 72.33, 72.52, 1742968, 0.900278197542947, 1.95279009271617, 0.800693648615283, 0.663657884866553, 1.59694294208901, 1.00856919846008, 0.761978096635006, 0.246591101825074, 72.9583636363629, 72.0208172043022, 70.0995335775334, 72.5686488350327
10/19/2017, 71.7, 72.06, 71.58, 72.03, 2228358, 0.92633300210362, 1.53889308748343, 1.02680395455, 0.747886014745862, 1.5237224648289, 0.980449868998605, 0.805672451107725, 0.174777417890879, 72.8847272727265, 72.1749892473129, 70.2177557997556, 72.6367897380871
10/20/2017, 72.56, 72.67, 72.4, 72.58, 1893017, 0.917437005159102, 1.57248959684429, 1.64575285739558, 0.789894993640604, 1.51308964290454, 0.991120481312294, 0.842762057148639, 0.148358424163654, 72.8636363636356, 72.3404516129043, 70.3658363858362, 72.714326282237
10/23/2017, 72.8, 72.8, 72.35, 72.36, 1552820, 0.905309548683323, 1.11108743058227, 1.53838900322514, 0.753639603243742, 1.56034579164858, 0.970635969805215, 0.868336839679954, 0.102299130125261, 72.6283636363628, 72.5182580645173, 70.476222222222, 72.7860650406504
10/24/2017, 72.84, 73.01, 72.69, 72.72, 1234821, 0.900478396529002, 1.15807592936008, 1.35798613025451, 0.667168615469943, 1.59628294553452, 0.97224342124774, 0.889118155993512, 0.083125265254228, 72.5765454545447, 72.7065806451624, 70.5958217338215, 72.8633672744494
10/25/2017, 73.05, 73.08, 72.3, 72.69, 2212849, 0.90946002952001, 1.33531961471345, 1.27064098690311, 0.688192486993696, 1.5718874749305, 0.960029961024688, 0.903300516999747, 0.0567294440249411, 72.5663636363628, 72.8373118279581, 70.7190061050059, 72.9385943436049
10/26/2017, 72.66, 72.81, 72.31, 72.35, 1690504, 0.902601479868958, 1.17214921249511, 1.16881888952958, 0.636618503494021, 1.42655713313508, 0.912397991208621, 0.905120011841522, 0.00727797936709962, 72.4750909090901, 72.9195268817215, 70.806095238095, 73.0058440170939
10/27/2017, 72.85, 73.64, 72.79, 73.52, 2535264, 0.931556803796153, 1.71085428257386, 1.6786489753654, 0.911580050942432, 1.43995341294355, 0.958015131766317, 0.915699035826481, 0.0423160959398359, 72.9063636363627, 73.1521290322592, 70.9394310134308, 73.0941180529996
10/30/2017, 73.27, 73.44, 73.05, 73.13, 1515131, 0.921833083609169, 1.7594889557635, 1.41769823550989, 0.780550494025319, 1.41266913652714, 0.951726394234399, 0.922904507508064, 0.0288218867263343, 73.0698181818172, 73.3783440860226, 71.0643809523807, 73.1733233082706
10/31/2017, 74.64, 74.82, 74.58, 74.76, 2095457, 0.969675906020887, 2.18548633717235, 1.70228224697677, 1.04905009711284, 1.47806482704777, 1.06598192586343, 0.951519991179137, 0.114461934684289, 73.7523636363627, 73.8054838709689, 71.2695311355309, 73.2818555630783
11/1/2017, 76.19, 76.46, 76.07, 76.23, 4141893, 1.0149327324861, 2.80059780324811, 1.73695739145879, 1.34880634759774, 1.65471077387057, 1.26061538311279, 1.01333906956587, 0.247276313546925, 74.8452727272717, 74.3642150537646, 71.54157020757, 73.416081105249
11/2/2017, 75.75, 75.94, 75.56, 75.87, 1986398, 1.01291559361467, 2.67496216023468, 1.68784848614445, 1.16724923012357, 1.63784146324715, 1.37002204753193, 1.08467566515908, 0.285346382372852, 75.5134545454535, 74.8344731182808, 71.7778998778996, 73.541171937284
11/3/2017, 75.97, 76.06, 75.42, 75.79, 1661010, 1.00550746514273, 2.35226098836786, 1.56247899859068, 1.09770212235696, 1.63207089807766, 1.43374496640698, 1.15448952540866, 0.279255440998316, 76.0545454545445, 75.2307096774205, 72.0141098901096, 73.6625404765038
