Date,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,VIX_ATRPercentOfClose20,VIX_SQN25,VIX_SQN50,VIX_SQN100,VIX_SQN200,VIX_MACD,VIX_MACD_Avg,VIX_MACD_Diff,VIX_LinReg10,VIX_LinReg30,VIX_LinReg90,VIX_LinReg270
6/14/2017, 10.33, 11.26, 10.01, 10.64, 0, 11.5705469096863, 0.352598312942551, 0.0665583161886947, 0.228352647203451, 0, -0.216822987758128, -0.312589062634007, 0.0957660748758787, 10.9087272727272, 10.5245161290323, 11.0671868131868, 11.2955193292967
6/15/2017, 11.06, 12.01, 10.74, 10.9, 0, 11.3582649690926, 0.351381158513717, 0.178313653918934, 0.234527775803497, 0, -0.175362911878732, -0.285143832482952, 0.10978092060422, 10.9832727272727, 10.5408172043012, 11.0267081807082, 11.2755682684973
6/16/2017, 10.63, 11.35, 10.26, 10.38, 0, 11.8559570091477, 0.191601972697626, -0.0402681847816177, 0.251071634612047, 0, -0.18236299018543, -0.264587664023448, 0.0822246738380177, 10.7950909090909, 10.4750537634409, 10.9620659340659, 11.2383928035982
6/19/2017, 10.57, 10.6, 10.01, 10.37, 0, 11.558494895584, 0.224873696794625, 0.0187609197380601, 0.282353505359199, 0, -0.186566892104519, -0.248983509639662, 0.0624166175351428, 10.6330909090909, 10.415870967742, 10.9012087912088, 11.2020159151193
6/20/2017, 10.28, 11.15, 10.24, 10.86, 0, 10.9040987535769, 0.307783191447677, 0.0320303243561431, 0.370087700480876, 0, -0.148646109937372, -0.228916029699204, 0.0802699197618317, 10.7, 10.3668172043012, 10.849894993895, 11.1832855280313
6/21/2017, 11.03, 11.4, 10.4, 10.75, 0, 10.9300080782003, 0.248418144874439, -0.128235022131948, 0.36256374061475, 0, -0.126017051431063, -0.208336234045576, 0.0823191826145128, 10.6945454545454, 10.3094408602151, 10.7931208791208, 11.1614542088021
6/22/2017, 10.81, 11.01, 10.24, 10.48, 0, 11.0183881200974, -1.28960009649148, -0.284191924349202, 0.160514798968238, 0, -0.128390101872775, -0.192347007611016, 0.0639569057382409, 10.5301818181818, 10.2293763440861, 10.7295067155067, 11.1313277310924
6/23/2017, 10.25, 10.69, 9.85, 10.02, 0, 11.3671728666357, -1.24209867278393, -0.42817955365485, 0.0860248076308396, 0, -0.165481351057903, -0.186973876300393, 0.0214925252424905, 10.2974545454545, 10.1152043010754, 10.638884004884, 11.0869600550964
6/26/2017, 10.13, 10.44, 9.68, 9.9, 0, 11.3135473250005, -0.801879440404941, -0.466530180572351, 0.0902704807035405, 0, -0.202228268783481, -0.190024754797011, -0.0122035139864701, 10.2123636363636, 9.97621505376353, 10.5708766788766, 11.0399783227205
6/27/2017, 10.04, 11.31, 9.8, 11.06, 0, 10.3032470697676, 0.164810908430504, -0.149057408695987, 0.236580483609254, 0, -0.136178380747584, -0.179255479987125, 0.0430770992395415, 10.4050909090909, 9.98896774193557, 10.5504249084249, 11.0319352259096
6/28/2017, 11.17, 11.49, 9.76, 10.03, 0, 11.6556547320088, -0.147396934281386, -0.267174980372625, 0.218671622855439, 0, -0.165043244756525, -0.176413032941005, 0.0113697881844801, 10.2510909090909, 9.88223655913987, 10.4794627594627, 10.9910634670863
6/29/2017, 9.79, 15.16, 9.73, 11.44, 0, 12.0813729120582, 0.619718454082314, -0.100977053449015, 0.355838030011561, 0, -0.0732986995241394, -0.155790166257632, 0.0824914667334927, 10.6694545454545, 10.287741935484, 10.4729816849816, 10.9963083870967
6/30/2017, 11.74, 11.85, 10.4, 11.18, 0, 12.3926977467128, 0.544864809697549, -0.0561625348613167, 0.334451660222797, 0, -0.0213244979942164, -0.128897032604949, 0.107572534610733, 10.8645454545454, 10.6250322580646, 10.4590085470085, 10.9932228571428
7/3/2017, 11.07, 11.45, 10.28, 11.22, 0, 12.2524815301102, 0.625812629900042, -0.102637926663166, 0.32017261518904, 0, 0.0228299276830075, -0.0985516405473577, 0.121381568230365, 11.0278181818181, 10.815182795699, 10.4465274725274, 10.9915123109611
7/5/2017, 11.2, 12.03, 10.79, 11.07, 0, 12.3576513667068, 0.371005528437631, 0.29749008856703, 0.370236335826046, 0, 0.0451978688525347, -0.0698017386673792, 0.114999607519914, 11.190909090909, 10.9175913978496, 10.4225152625152, 10.9852140748031
7/6/2017, 11.2, 13.05, 11.18, 12.54, 0, 11.1530494894715, 0.772512697114031, 0.519481919890729, 0.545586239485802, 0, 0.17947249092151, -0.0199468927496013, 0.199419383671112, 11.8283636363636, 11.1916129032259, 10.4768302808302, 11.0245239825581
7/7/2017, 12.48, 12.57, 10.98, 11.19, 0, 12.5841178345017, 0.548426323342162, 0.324939792586266, 0.370890745770083, 0, 0.174935827403795, 0.0190296512810779, 0.155906176122717, 11.8478181818181, 11.2359354838711, 10.490249084249, 11.0214323196183
7/10/2017, 11.26, 11.73, 10.61, 11.11, 0, 12.5450463222025, 0.571458453581773, 0.387029840021267, 0.401153002575314, 0, 0.163006124335455, 0.0478249458919533, 0.115181178443502, 11.708909090909, 11.260559139785, 10.4929938949938, 11.0160211391662
7/11/2017, 10.79, 12.14, 10.68, 10.89, 0, 12.8288972826158, 0.403744417331623, 0.284188575358626, 0.226028915773717, 0, 0.134252013676951, 0.0651103594489529, 0.0691416542279983, 11.4105454545454, 11.2380430107528, 10.4709474969474, 11.0041429562803
7/12/2017, 10.85, 10.85, 10.08, 10.3, 0, 13.2787725084759, 0.109428765144246, 0.303179958540105, 0.176663713145714, 0, 0.0631283997573036, 0.064713967510623, -0.00158556775331949, 11.0863636363636, 11.1716989247313, 10.4048962148962, 10.9749305080884
7/13/2017, 10.07, 10.4, 9.9, 9.9, 0, 13.3770493934785, 0.00495516100390625, 0.16401088430007, 0.155368574771745, 0, -0.0252234732538987, 0.0467264793577187, -0.0719499526116174, 10.4594545454545, 11.05711827957, 10.3280659340659, 10.9346156435866
7/14/2017, 10.09, 10.14, 9.5, 9.51, 0, 13.5658411719942, -0.0488455925697868, 0.0865526687745351, 0.0935228146056648, 0, -0.125268690305367, 0.0123274454251016, -0.137596135730468, 9.98690909090902, 10.8616774193549, 10.2398363858363, 10.883864013267
7/17/2017, 9.77, 10.03, 9.71, 9.82, 0, 12.7454778073709, -0.113891201690033, 0.172100052317177, 0.117240132544261, 0, -0.177494786966143, -0.0256370010531474, -0.151857785912996, 9.6747272727272, 10.6986881720431, 10.1756898656898, 10.8435337690632
7/18/2017, 9.86, 10.35, 9.66, 9.89, 0, 12.3713409974684, -0.323432292412545, 0.166658254898062, 0.13010149432662, 0, -0.210805890766281, -0.0626707789957741, -0.148135111770507, 9.46890909090902, 10.5654623655915, 10.1258754578754, 10.8063031343924
7/19/2017, 9.69, 9.94, 9.58, 9.79, 0, 12.0566837938421, -0.0656605632108246, 0.274315847437642, 0.143939100802936, 0, -0.242479195558225, -0.0986324623082643, -0.143846733249961, 9.27109090909083, 10.4460430107528, 10.0592332112332, 10.7671628054586
7/20/2017, 9.66, 10.28, 9.5, 9.58, 0, 12.1120237603997, -0.20921689013817, 0.207897650764603, 0.0436976208663541, 0, -0.281283303921622, -0.135162630630936, -0.146120673290686, 9.36454545454538, 10.3002365591399, 9.97789255189249, 10.7230215827338
7/21/2017, 9.52, 9.98, 9.3, 9.36, 0, 12.1401205388245, -0.369866301459738, 0.129961035644625, -0.0785923729034655, 0, -0.326029732936574, -0.173336051092063, -0.15269368184451, 9.27345454545446, 10.1164086021506, 9.90934310134304, 10.6737564234327
7/24/2017, 9.94, 9.97, 9.26, 9.43, 0, 11.8239609577124, -0.185360110790714, 0.0803070444378285, -0.0293052111777808, 0, -0.351787992330777, -0.209026439339806, -0.142761552990971, 9.29036363636356, 9.98262365591408, 9.83111843711838, 10.6277294832826
7/25/2017, 9.4, 9.52, 9.04, 9.43, 0, 11.4872698027218, -0.182066053555031, 0.111002588117355, 0.0487054816432921, 0, -0.367959984821042, -0.240813148436053, -0.127146836384988, 9.35490909090901, 9.90769892473128, 9.7451721611721, 10.5828748376785
7/26/2017, 9.25, 9.66, 8.84, 9.6, 0, 11.1467402633003, -0.285345208169236, 0.137116966789945, 0.170219002166875, 0, -0.362875819566163, -0.265225682662075, -0.0976501369040879, 9.4398181818181, 9.79810752688182, 9.66951648351642, 10.5438954003742
7/27/2017, 9.33, 11.5, 9.16, 10.11, 0, 11.2124897330661, -0.0654861986539391, 0.187002083152079, 0.206992079497527, 0, -0.314073401550903, -0.274995226439841, -0.0390781751110623, 9.65909090909083, 9.77318279569903, 9.61871794871789, 10.5200203962704
7/28/2017, 10.62, 11.3, 10.26, 10.29, 0, 11.0437665346194, 0.0804904836332869, -0.814773751308576, 0.205815013326274, 0, -0.257899730438654, -0.271576127239604, 0.0136763968009498, 9.85109090909083, 9.79184946236569, 9.60179975579969, 10.5017107279693
7/31/2017, 10.53, 10.84, 10.23, 10.26, 0, 10.819526292317, 0.222652868652948, -0.680875290250302, 0.153888475835663, 0, -0.213343153579329, -0.259929532507549, 0.0465863789282197, 10.0521818181817, 9.77597849462375, 9.59272283272277, 10.4830618800189
8/1/2017, 10.19, 10.56, 9.95, 10.09, 0, 10.7540062211312, 0.206638993592908, -0.308172348938786, 0.0816929379786523, 0, -0.189564147167273, -0.245856455439493, 0.0562923082722206, 10.1845454545454, 9.73864516129042, 9.58497191697185, 10.4602879507967
8/2/2017, 10.08, 10.81, 9.8, 10.28, 0, 10.5187282716588, -0.14366787623812, -0.00186096607297068, 0.1776063745752, 0, -0.153616901150224, -0.22740854458164, 0.0737916434314154, 10.3516363636363, 9.75989247311838, 9.5841904761904, 10.443211068211
8/3/2017, 10.47, 10.6, 9.9, 10.44, 0, 10.1748946648487, 0.281445294425128, 0.0971881288616102, 0.234674522390291, 0, -0.110938951693559, -0.204114626004023, 0.0931756743104648, 10.5052727272726, 9.7978494623657, 9.582144078144, 10.4308570651188
8/4/2017, 10.48, 10.5, 9.68, 10.03, 0, 10.4700503774645, -0.52165541411146, 0.173272956099077, 0.0687890935815161, 0, -0.108944102954649, -0.185080521394148, 0.0761364184394999, 10.4263636363636, 9.76778494623666, 9.54212942612935, 10.4079355704698
8/7/2017, 10.19, 10.32, 9.76, 9.93, 0, 10.3286883204099, -0.462503691105345, 0.153109637568895, 0.129576161981624, 0, -0.114116867014424, -0.170887790518204, 0.0567709235037797, 10.2903636363635, 9.6972688172044, 9.49639804639796, 10.3829456953642
8/8/2017, 10.04, 11.52, 9.52, 10.96, 0, 9.80252566337474, 0.0146777977591001, 0.484220351709065, 0.317368602532541, 0, -0.0347038831066762, -0.143651009035898, 0.108947125929222, 10.482909090909, 9.75002150537644, 9.49944810744803, 10.3855873126525
8/9/2017, 11.49, 12.63, 11.11, 11.11, 0, 9.93824457309251, 0.130238562656754, 0.365367189824826, 0.327385285132522, 0, 0.0398755644917781, -0.106945694330363, 0.146821258822141, 10.6778181818181, 9.89230107526892, 9.52792429792422, 10.3921181630547
8/10/2017, 11.57, 16.17, 11.56, 16.04, 0, 8.11678318869732, 0.71279233551915, 1.01273610729024, 0.79084266158199, 0, 0.491128686519151, 0.0126691818395398, 0.478459504679611, 12.5954545454545, 10.59111827957, 9.7730451770451, 10.5261743485273
8/11/2017, 16.17, 17.28, 14.5, 15.51, 0, 8.87063457313796, 0.893755193142894, 1.04566229018278, 0.639837283334869, 0, 0.796798469457755, 0.169495039363183, 0.627303430094572, 14.0425454545454, 11.2779139784947, 9.97920634920627, 10.6436112274822
8/14/2017, 14.05, 14.05, 12.06, 12.33, 0, 11.9995429941526, 0.424861526003552, 0.660403221549362, 0.358281098964469, 0, 0.773527804016974, 0.290301592293941, 0.483226211723032, 14.1003636363635, 11.5176344086023, 10.0680830280829, 10.6771736972705
8/15/2017, 11.78, 12.37, 11.45, 12.04, 0, 12.0561999054822, 0.417443282402544, 0.566533069053736, 0.304107016885635, 0, 0.723346766375141, 0.376910627110181, 0.34643613926496, 13.9110909090908, 11.715806451613, 10.1335824175823, 10.7026539278131
8/16/2017, 11.59, 12.54, 11.25, 11.74, 0, 12.2954697205201, 0.476982379810396, 0.462475063505509, 0.289579316783175, 0, 0.651856246668574, 0.43189975102186, 0.219956495646714, 13.5498181818181, 11.8606236559141, 10.1968913308912, 10.7200282189793
8/17/2017, 11.81, 15.77, 11.54, 15.55, 0, 10.1788664818624, 1.0224732846938, 0.895685410783738, 0.656453773797876, 0, 0.892348218446411, 0.52398944450677, 0.368358773939641, 14.4570909090908, 12.5825376344087, 10.4537924297923, 10.8325937425364
8/18/2017, 15.38, 16.04, 13.32, 14.26, 0, 11.4984084925184, 0.939333258408736, 0.799461507195589, 0.650396195754593, 0, 0.967692661082079, 0.612730087821832, 0.354962573260247, 14.5579999999999, 13.0313548387098, 10.6758730158729, 10.9105762578616
8/21/2017, 14.59, 14.74, 13.07, 13.19, 0, 12.4426792909892, 0.750639171822392, 0.608987290591384, 0.578509999696663, 0, 0.930339245356951, 0.676251919328856, 0.254087326028095, 14.0385454545454, 13.3192688172044, 10.8673308913308, 10.9603866459627
8/22/2017, 12.6, 12.94, 11.35, 11.35, 0, 14.547400251607, 0.493477689465246, 0.298175008372945, 0.414339552349359, 0, 0.74369096528334, 0.689739728519753, 0.0539512367635877, 12.9116363636363, 13.3456344086022, 10.9844713064712, 10.963850931677
8/23/2017, 11.51, 12.59, 11.39, 12.25, 0, 13.310803527588, 0.63320064770724, 0.542798882910129, 0.421834232547961, 0, 0.660776318897652, 0.683947046595332, -0.0231707276976808, 12.1043636363635, 13.4438924731184, 11.1154407814407, 10.9892774369461
8/24/2017, 12.06, 12.83, 11.55, 12.23, 0, 13.1892457933201, 0.665605418033116, 0.510294885270859, 0.419267564626957, 0, 0.586689045303194, 0.664495446336905, -0.0778064010337109, 12.2139999999999, 13.5003655913979, 11.2419682539682, 11.0136937004339
8/25/2017, 12.2, 12.45, 11.1, 11.28, 0, 14.1834443483767, 0.573372534796068, 0.361633988647918, 0.386914289058496, 0, 0.446174069748526, 0.620831171019229, -0.174657101270703, 12.0972727272726, 13.3952688172044, 11.3399072039071, 11.0146496674057
8/28/2017, 12.09, 12.11, 11.23, 11.32, 0, 13.8153524414492, 0.567124537760933, 0.435764244627407, 0.294244376523292, 0, 0.334190267593174, 0.563502990334018, -0.229312722740844, 11.5890909090908, 13.304494623656, 11.4249352869352, 11.0165629791895
8/29/2017, 13.33, 14.34, 11.48, 11.7, 0, 13.9889145431919, 0.619941459503456, 0.484673893874988, 0.370521620543519, 0, 0.272958624678376, 0.50539411720289, -0.232435492524514, 11.2092727272726, 13.2569247311829, 11.5393137973137, 11.0275268739629
8/30/2017, 11.4, 11.98, 10.96, 11.22, 0, 14.3125476958625, 0.524883269584478, 0.358692873935231, 0.28647733258008, 0, 0.183583877384121, 0.441032069239136, -0.257448191855015, 10.6221818181817, 13.1301075268818, 11.5506349206348, 11.0268840889649
8/31/2017, 11.07, 11.22, 10.34, 10.59, 0, 14.8212885637581, 0.352138847633626, 0.292116520539507, 0.131311337765238, 0, 0.0612123930096029, 0.365068133993229, -0.303855740983627, 10.6078181818181, 12.9001290322582, 11.5323614163613, 11.0114032121724
9/1/2017, 10.33, 10.46, 10.02, 10.13, 0, 15.0009450736119, 0.255540204888423, 0.26573811130755, 0.00895618984149523, 0, -0.0720554354092897, 0.277643420112726, -0.349698855522015, 10.4470909090908, 12.5906021505377, 11.4961050061049, 10.9854646710755
9/5/2017, 11.75, 14.06, 11.41, 12.23, 0, 13.4105964771794, 0.557911362449752, 0.599375277425142, 0.174985857467117, 0, -0.00812503960746191, 0.220489728168688, -0.22861476777615, 11.0230909090908, 12.5472258064517, 11.5412820512819, 11.0090505675954
9/6/2017, 12.27, 12.59, 11.35, 11.63, 0, 13.9304398254608, 0.507725574172498, 0.547235614112776, 0.111692849868481, 0, -0.00580777748799655, 0.175230227037351, -0.181038004525348, 11.0761818181817, 12.4096559139786, 11.5690842490841, 11.0182598939208
9/7/2017, 11.93, 12.07, 11.32, 11.55, 0, 13.6502566590133, 0.469319134468569, 0.382484837087951, 0.189345110307664, 0, -0.0103078396167557, 0.13812261370653, -0.148430453323286, 11.2663636363635, 12.2590752688173, 11.5770183150182, 11.0254536900121
9/8/2017, 11.87, 12.6, 11.84, 12.12, 0, 12.7910430025597, 0.51877974513816, 0.583404407936258, 0.257160470008842, 0, 0.0317540244090484, 0.116848895847034, -0.0850948714379851, 11.6876363636363, 12.2022365591399, 11.6194798534797, 11.0455830177397
9/11/2017, 11.38, 11.39, 10.51, 10.73, 0, 14.4758685117868, 0.400974727132034, 0.229657526681199, 0.101219112219708, 0, -0.0465365838261071, 0.0841717999124054, -0.130708383738513, 11.4447272727272, 11.9680645161291, 11.6020610500609, 11.0336440065681
9/12/2017, 10.66, 10.95, 10.29, 10.58, 0, 14.258957058119, 0.395034924915824, 0.24193987186928, 0.140748143564424, 0, -0.119310859978141, 0.0434752679342962, -0.162786127912437, 11.1879999999999, 11.7100215053764, 11.5731599511598, 11.0185564935065
9/13/2017, 10.72, 10.86, 10.33, 10.5, 0, 13.9015978467766, 0.234560715445872, 0.22638162122734, 0.0980976096475557, 0, -0.181349841465025, -0.00148975394556802, -0.179860087519457, 11.0199999999999, 11.428430107527, 11.5431184371183, 11.0019780431433
9/14/2017, 10.57, 11.04, 10.28, 10.44, 0, 13.646402157241, 0.205912290351992, 0.237099104577761, 0.372757103325529, 0, -0.232675541017825, -0.0477269113600194, -0.184948629657805, 10.8007272727272, 11.1492473118281, 11.4927277167276, 10.9843947184663
9/15/2017, 10.51, 10.74, 10, 10.17, 0, 13.6720763614077, -0.648071101586736, 0.0161230085700595, 0.352844576557182, 0, -0.291774872108848, -0.096536503509785, -0.195238368599063, 10.4047272727272, 10.8454408602152, 11.434266178266, 10.961152470027
9/18/2017, 10.18, 10.42, 9.88, 10.15, 0, 13.2800754449005, -0.587402103028323, 0.167919152988403, 0.341801943391612, 0, -0.3363481386661, -0.144498830541048, -0.191849308125052, 9.93272727272716, 10.5135053763442, 11.380332112332, 10.9379329608938
9/19/2017, 10.16, 10.3, 9.85, 10.18, 0, 12.7999142905161, -0.193895583795037, 0.182430889659382, 0.393764556856445, 0, -0.365044023989691, -0.188607869230777, -0.176436154758915, 9.88999999999987, 10.1779354838711, 11.3364200244199, 10.9158379373849
9/20/2017, 10.04, 10.67, 9.67, 9.78, 0, 13.1685042028201, -0.227054201291638, 0.154273392427739, 0.304164292511082, 0, -0.415275341277523, -0.233941363640126, -0.181333977637397, 9.70090909090897, 9.85866666666677, 11.2708864468863, 10.8854155788962
9/21/2017, 9.74, 10.21, 9.54, 9.67, 0, 12.9988182573321, -0.198160680165442, 0.216454840368545, 0.363296825590871, 0, -0.458672808197873, -0.278887652551675, -0.179785155646198, 9.55872727272715, 9.54305376344096, 11.2014432234431, 10.8531922176184
9/22/2017, 9.9, 10.2, 9.5, 9.59, 0, 12.8168554662129, -1.2922811517383, 0.260820810521329, 0.303796560597908, 0, -0.493828398426661, -0.321875801726673, -0.171952596699989, 9.60545454545441, 9.55524731182806, 11.1341636141635, 10.8198627940128
9/25/2017, 10.08, 11.21, 9.79, 10.21, 0, 12.2299668682598, -0.838816686559505, 0.409903091568834, 0.363326293806068, 0, -0.466285588509882, -0.350757759083314, -0.115527829426567, 9.72636363636351, 9.65238709677429, 11.2045396825395, 10.8005487661574
9/26/2017, 10.42, 10.68, 9.94, 10.17, 0, 12.0279806921028, -0.636836243902817, 0.357667968928466, 0.381321271627839, 0, -0.442583551241638, -0.369122917514979, -0.0734606337266589, 9.83181818181805, 9.56664516129043, 11.2564420024419, 10.7807567567567
9/27/2017, 9.9, 10.42, 9.63, 9.87, 0, 12.1740968041288, -0.326518051796367, 0.304629240747405, 0.33821890349841, 0, -0.442901515760914, -0.383878637164166, -0.0590228785967478, 9.83999999999986, 9.43744086021516, 11.2402979242978, 10.7549519866598
9/28/2017, 9.74, 10.13, 9.55, 9.55, 0, 12.2565883438653, -0.729561847874308, 0.272265582463757, 0.385680029609035, 0, -0.463630388067914, -0.399828987344916, -0.0638014007229983, 9.75999999999986, 9.26163440860226, 11.187089133089, 10.7228541358516
9/29/2017, 9.59, 9.83, 9.36, 9.51, 0, 11.9398420346707, -0.738614138805124, 0.297209604461757, 0.360321826501827, 0, -0.477778303544136, -0.41541885058476, -0.0623594529593764, 9.66072727272713, 9.34888172043022, 11.1284761904761, 10.6905234718001
10/2/2017, 9.59, 10.04, 9.37, 9.45, 0, 11.7693653822468, -0.504943583891798, 0.321329223104702, 0.326638631722189, 0, -0.488204410500785, -0.429975962567965, -0.0582284479328201, 9.57272727272713, 9.38148387096786, 11.0525714285713, 10.6575460874408
10/3/2017, 9.3, 9.75, 9.3, 9.51, 0, 11.3469482354491, -0.494651189425223, 0.319708579389615, 0.292611284887465, 0, -0.486023105005277, -0.441185391055427, -0.0448377139498495, 9.54963636363622, 9.38139784946248, 10.9790402930402, 10.626444199504
10/4/2017, 9.53, 9.88, 9.53, 9.63, 0, 10.8373835756142, -0.574686929197946, 0.337820188342356, 0.326553583750495, 0, -0.469202730557168, -0.446788858955775, -0.0224138716013924, 9.52454545454531, 9.29761290322592, 10.9071062271061, 10.5984211387434
10/5/2017, 9.48, 9.62, 9.13, 9.19, 0, 11.0604791775306, -0.590288705035957, 0.245712356489882, 0.274948861970312, 0, -0.485777049943326, -0.454586497153286, -0.0311905527900408, 9.33363636363622, 9.22909677419366, 10.8287374847373, 10.5618296632124
10/6/2017, 9.23, 10.27, 9.11, 9.65, 0, 10.6076179750706, -0.20507297193344, 0.241385203322885, 0.304687007421801, 0, -0.456531550317743, -0.454975507786177, -0.00155604253156622, 9.31181818181803, 9.23735483870979, 10.7720146520145, 10.5353773836867
10/9/2017, 9.92, 10.53, 9.88, 10.33, 0, 9.83981972763404, 0.202844654481956, 0.315508224995928, -0.134964007735009, 0, -0.374170756590376, -0.438814557547017, 0.0646438009566414, 9.64563636363621, 9.28520430107538, 10.7340170940169, 10.5233322759714
10/10/2017, 10.15, 10.66, 9.94, 10.08, 0, 9.93681258900165, -0.918019441198775, 0.284906319328145, -0.0914772275283262, 0, -0.325322034934, -0.416116053024414, 0.0907940180904132, 9.8785454545453, 9.31012903225818, 10.681658119658, 10.5064332810047
10/11/2017, 9.95, 10.38, 9.72, 9.85, 0, 9.99542308144973, -0.797107297851979, 0.27591187481802, 0.103582790855477, 0, -0.301690449192577, -0.393230932258046, 0.0915404830654692, 9.97690909090894, 9.33920430107539, 10.6261147741146, 10.4851963120273
10/12/2017, 9.94, 10.33, 9.65, 9.91, 0, 9.78124838392188, -0.725844758266419, 0.257806278211569, 0.229598162265381, 0, -0.27495128145565, -0.369575002097567, 0.0946237206419174, 10.0330909090908, 9.35582795698937, 10.5817997557996, 10.4655637594216
10/13/2017, 9.95, 9.98, 9.44, 9.61, 0, 9.8632219469753, -1.20017644523795, 0.192248147413837, 0.215398233394559, 0, -0.274800067058278, -0.350620015089709, 0.0758199480314313, 9.95799999999985, 9.30083870967754, 10.5234334554333, 10.4402817115882
10/16/2017, 9.95, 10.02, 9.75, 9.91, 0, 9.2932678874784, -0.469477890968632, 0.292989921684081, 0.33939329998502, 0, -0.247618345612379, -0.330019681194243, 0.0824013355818644, 9.96909090909076, 9.25956989247323, 10.4736410256409, 10.4214472361809
10/17/2017, 9.85, 10.46, 9.78, 10.31, 0, 8.81585553119936, -0.0951984175663289, 0.364384154943325, 0.394360920296683, 0, -0.191591431709037, -0.302334031297202, 0.110742599588165, 10.1052727272726, 9.41047311827968, 10.4535164835163, 10.4109014925373
10/18/2017, 10.34, 10.41, 9.87, 10.07, 0, 8.84279016885126, -0.196679852730961, 0.185182526328252, 0.387567142771841, 0.18585419476252, -0.164657622449052, -0.274798749527572, 0.11014112707852, 10.1389090909089, 9.5033118279571, 10.4400757020755, 10.3958184325895
10/19/2017, 10.22, 11.77, 9.99, 10.05, 0, 9.30294051246921, -0.17246183304329, 0.162659589790657, 0.311649185081043, 0.236739464877712, -0.143274636590673, -0.248493926940192, 0.105219290349519, 10.0536363636362, 9.59834408602163, 10.4036678876677, 10.3806228356826
10/20/2017, 9.92, 10.04, 9.29, 9.97, 0, 9.28985201031091, -0.0564668946408244, -0.634950328079816, 0.297740692548605, 0.241562063370628, -0.131270591982647, -0.225049259948683, 0.0937786679660365, 9.98581818181805, 9.73090322580657, 10.3689230769229, 10.3641437264561
10/23/2017, 10.25, 11.08, 9.94, 11.07, 0, 8.46330924260702, 0.556962763972117, -0.358255374469383, 0.499264788163902, 0.333208581694258, -0.032620464817013, -0.186563500922349, 0.153943036105336, 10.4165454545453, 9.92423655913992, 10.3885299145297, 10.3693773314204
10/24/2017, 10.89, 11.16, 10.39, 11.16, 0, 8.32028599013233, 0.584630190755345, 0.0354077197528428, 0.527709455234412, 0.324611547125333, 0.0522207512223538, -0.138806650493409, 0.191027401715762, 10.7879999999999, 10.1167956989249, 10.4003907203906, 10.3762860525692
10/25/2017, 11.34, 13.2, 10.99, 11.23, 0, 8.83897346993615, 0.85398382838761, 0.0944133144808643, 0.494304576520042, 0.332771808159827, 0.123680726737842, -0.0863091750471585, 0.209989901785, 11.0787272727271, 10.3091612903227, 10.4145177045175, 10.3844477275925
10/26/2017, 11.17, 11.81, 10.6, 11.3, 0, 8.88040605876228, 0.955240227804972, 0.156270810005758, 0.454671407682627, 0.350206710946576, 0.183842465654676, -0.0322788469067916, 0.216121312561468, 11.3303636363635, 10.5016989247313, 10.4419633699632, 10.3938350055741
10/27/2017, 11.12, 11.12, 9.74, 9.8, 0, 10.5235876572258, 0.210192783141035, -0.933992729196567, 0.288779353560965, 0.244077646970496, 0.109224540696015, -0.00397816938623024, 0.113202710082246, 10.9279999999999, 10.480365591398, 10.4010744810743, 10.3744456201693
10/30/2017, 10.28, 10.89, 10.1, 10.5, 0, 9.84996200845452, 0.238112877592596, -0.552813680199432, 0.404829044374231, 0.308064877208519, 0.105358935207651, 0.017889251532546, 0.0874696836751048, 10.8170909090908, 10.5489032258066, 10.3854798534797, 10.3686999316473
10/31/2017, 10.34, 10.37, 9.9, 10.18, 0, 9.94630363795028, 0.120432807828046, -0.448836636507919, 0.300615122237318, 0.250964402744492, 0.0756025897656816, 0.0294319191791731, 0.0461706705865085, 10.6434545454544, 10.5765806451614, 10.3456605616604, 10.3570169262017
11/1/2017, 9.79, 10.49, 9.74, 10.2, 0, 9.79810808653109, 0.259570164695004, -0.101214574902262, 0.2149784542408, 0.218784083768136, 0.0530230873280644, 0.0341501528089513, 0.018872934519113, 10.435818181818, 10.5801290322582, 10.3039316239314, 10.3459223821872
11/2/2017, 10.44, 10.89, 9.67, 9.93, 0, 10.175595907199, 0.286723830472796, -0.391192883374722, 0.297568368032727, 0.185604196592128, 0.0131898807193558, 0.0299580983910322, -0.0167682176716764, 10.123818181818, 10.5393763440861, 10.2759584859583, 10.3299707680042
11/3/2017, 9.83, 9.91, 8.99, 9.14, 0, 11.0165737407617, -0.0425036184699478, -0.590750890310519, 0.169468107385961, 0.197337931886373, -0.0811887270876905, 0.00772873329528767, -0.0889174603829782, 9.52945454545438, 10.3913763440861, 10.1913919413918, 10.2995673730859
11/6/2017, 9.63, 9.74, 9.38, 9.4, 0, 10.4954159352164, 0.101074625130222, -0.313023993824187, 0.174484548500715, 0.202901293575749, -0.133466112382809, -0.0205102358403317, -0.112955876542477, 9.29018181818166, 10.3206021505378, 10.1501758241756, 10.274503803521
11/7/2017, 9.31, 10.31, 9.29, 9.89, 0, 9.99232197183844, 0.28385406250981, -0.179562680998831, 0.300021588632161, 0.276388411244548, -0.133814877358953, -0.0431711641440559, -0.0906437132148968, 9.32927272727256, 10.3145591397851, 10.1260952380951, 10.2589186046512
