Date,IWM_Open,IWM_High,IWM_Low,IWM_Close,IWM_Volume,IWM_ATRPercentOfClose20,IWM_SQN25,IWM_SQN50,IWM_SQN100,IWM_SQN200,IWM_MACD,IWM_MACD_Avg,IWM_MACD_Diff,IWM_LinReg10,IWM_LinReg30,IWM_LinReg90,IWM_LinReg270
6/16/2017, 140.03, 140.22, 139.28, 140.19, 35608427, 1.17250133613037, 0.35793324713477, 0.78909532712716, 0.417095497997398, 0, 0.921164862264675, 0.740746175631323, 0.180418686633352, 141.501090909087, 140.360623655915, 138.622461538461, 138.890484257871
6/19/2017, 140.56, 141.58, 140.51, 141.23, 25163275, 1.1548843319161, 0.662355577508535, 0.758895469272119, 0.393701356460669, 0, 0.939230182625352, 0.780442977030129, 0.158787205595223, 141.461818181815, 140.72335483871, 138.715401709402, 138.997953138815
6/20/2017, 140.88, 140.97, 139.7, 139.8, 20111946, 1.16308368016227, 0.227821796876596, 0.574970265086075, 0.316892790801, 0, 0.828606371709952, 0.790075655966094, 0.0385307157438587, 140.779818181815, 140.851526881721, 138.783492063492, 139.053850499783
6/21/2017, 140.05, 140.8, 139.22, 139.45, 23351393, 1.16435384411869, 0.159994539849389, 0.491557102716946, 0.3283874166194, 0, 0.704572259206856, 0.772974976614246, -0.0684027174073905, 139.951090909087, 140.922322580646, 138.85726984127, 139.096268337844
6/22/2017, 139.37, 140.39, 139.01, 139.98, 17917206, 1.15124079428656, 1.16423628200812, 0.421606950616184, 0.551691339077281, 0, 0.641644424519768, 0.746708866195351, -0.105064441675583, 139.659818181815, 141.110602150538, 138.961108669109, 139.154920168067
6/23/2017, 140.14, 141.08, 139.55, 140.91, 20772474, 1.14075049368406, 1.24471994586665, 0.800359512410439, 0.547497422124755, 0, 0.659217836949892, 0.729210660346259, -0.0699928233963666, 139.884909090905, 141.347247311829, 139.114590964591, 139.242370523416
6/26/2017, 141.09, 141.53, 140.2, 141.08, 22988281, 1.12954348215034, 1.14010919625668, 1.01935471880622, 0.569662809510109, 0, 0.679034979600829, 0.719175524197173, -0.0401405445963444, 140.160909090905, 141.539569892474, 139.292373626373, 139.332742175857
6/27/2017, 141.1, 141.62, 139.75, 139.84, 24610096, 1.14944361226174, 0.640594411656129, 0.641964535439024, 0.489574374914647, 0, 0.587905561682334, 0.692921531694205, -0.105015970011871, 140.168909090905, 141.622860215055, 139.406195360195, 139.380259896042
6/28/2017, 140.67, 142.26, 140.4, 141.98, 25085426, 1.16073591352126, 0.921783438873231, 0.890710141245735, 0.489824585308308, 0, 0.680520341812468, 0.690441293717858, -0.00992095190539, 140.871454545451, 141.972881720431, 139.611091575092, 139.495062942565
6/29/2017, 142.24, 142.35, 139.65, 141.14, 38794877, 1.20491158248307, 0.727012229755926, 0.717580397128447, 0.510404747540075, 0, 0.678318014657322, 0.68801663790575, -0.00969862324842885, 141.100545454542, 141.945376344087, 139.801389499389, 139.579756129032
6/30/2017, 141.25, 141.67, 140.77, 140.92, 22798521, 1.1783860326006, 0.665590075425725, 0.473278675070863, 0.546265200445911, 0, 0.651312567288954, 0.680675823782391, -0.029363256493437, 141.150909090905, 141.88230107527, 139.967604395604, 139.655013333333
7/3/2017, 141.34, 142.5, 141.3, 142.1, 12968191, 1.16576531828553, 0.883339571746647, 0.661555712393009, 0.668056680592727, 0, 0.716863141945765, 0.687913287415066, 0.0289498545306992, 141.777090909087, 141.976537634409, 140.165973137973, 139.765085614298
7/5/2017, 141.7, 141.85, 140.7, 141.59, 21865451, 1.16090464822343, 1.01825513287754, 0.378887382857443, 0.45784553672294, 0, 0.719367288563546, 0.694204087644762, 0.0251632009187842, 141.893636363632, 142.028236559141, 140.337372405372, 139.856144192914
7/6/2017, 139.93, 140.47, 138.83, 139.14, 30992598, 1.2214594270868, 0.517242546316421, -0.116157563598694, 0.146538572180179, 0, 0.517689713536868, 0.658901212823183, -0.141211499286316, 140.996181818178, 141.769139784947, 140.429523809524, 139.868928052326
7/7/2017, 139.43, 140.68, 139.18, 140.49, 20511003, 1.20404421275973, 0.309910899884786, -0.0342745115324263, 0.231293141946379, 0, 0.461472927250611, 0.619415555708669, -0.157942628458058, 140.687999999996, 141.676107526882, 140.533316239316, 139.922610614192
7/10/2017, 139.92, 140.89, 139.37, 139.88, 17206023, 1.20316244551103, 0.0245189156438803, -0.1055911771916, 0.138573383473708, 0, 0.363508517171624, 0.56823414800126, -0.204725630829636, 140.327272727269, 141.492322580646, 140.664503052503, 139.956172636524
7/11/2017, 139.78, 140.38, 138.98, 140.29, 16192892, 1.18956051560467, 0.270839793262681, 0.187013273949359, 0.101953586691017, 0, 0.315319779734551, 0.517651274347918, -0.202331494613367, 140.19836363636, 141.343053763442, 140.778185592186, 140.001089521166
7/12/2017, 141.05, 142.22, 141.01, 141.37, 19358610, 1.18970978635828, 0.494348111576617, 0.221286971600358, 0.228025985281627, 0, 0.360125529266924, 0.486146125331719, -0.126020596064796, 140.237636363632, 141.241075268818, 140.935726495726, 140.07705172021
7/13/2017, 141.2, 141.56, 140.38, 141.49, 16559268, 1.17096479519822, 0.492042449062221, 0.329554776842923, 0.246050696594614, 0, 0.400698403923172, 0.46905658105001, -0.0683581771268376, 140.662909090905, 141.113311827958, 141.075409035409, 140.154468634272
7/14/2017, 141.1, 142.3, 141.1, 141.73, 15465287, 1.15286684843694, 0.187225632777124, 0.4754030383834, 0.172778775008547, 0, 0.447065204250151, 0.464658305690038, -0.0175931014398871, 141.029818181814, 141.157978494624, 141.202805860806, 140.236832504146
7/17/2017, 141.6, 142.46, 141.26, 142.06, 15374599, 1.13491501835505, 0.10772191372042, 0.542927263492766, 0.254769667907453, 0, 0.504622495625995, 0.47265114367723, 0.0319713519487652, 141.434545454541, 141.286580645162, 141.321015873016, 140.32661546841
7/18/2017, 141.54, 141.87, 141.04, 141.69, 16653259, 1.1169787997187, 0.0797417342425278, 0.379619064032499, 0.295909595518849, 0, 0.51445088635495, 0.481011092212774, 0.0334397941421766, 141.885272727268, 141.295978494624, 141.40653968254, 140.403209531988
7/19/2017, 141.88, 143.14, 141.88, 143.1, 16985452, 1.10133815391709, 0.211511950132829, 0.631213330398594, 0.422622657015563, 0, 0.628767136796625, 0.510562301129544, 0.118204835667081, 142.74345454545, 141.458129032259, 141.562393162393, 140.518448111711
7/20/2017, 143.12, 143.52, 142.8, 143.2, 17047795, 1.07068027468058, 0.399921351723213, 0.651852892350601, 0.315671489922512, 0, 0.719142921196294, 0.552278425142894, 0.1668644960534, 143.063818181814, 141.614215053764, 141.724498168498, 140.633518923991
7/21/2017, 143.01, 143.33, 142.25, 142.55, 21949464, 1.05966569321323, 0.416528180498241, 0.457454879719821, 0.455441968869768, 0, 0.729902946908908, 0.587803329496097, 0.142099617412811, 143.208181818177, 141.787268817205, 141.838676434676, 140.727072970195
7/24/2017, 142.31, 142.82, 141.97, 142.75, 16694031, 1.03504432461764, 0.527780570338896, 0.614887595022337, 0.253391641281792, 0, 0.745969600137755, 0.619436583624429, 0.126533016513327, 143.187272727268, 142.02359139785, 142.003194139194, 140.823820668693
7/25/2017, 143.62, 144.25, 143.21, 144.05, 21066388, 1.02648350206324, 0.569665040381, 0.873483853539705, 0.516421437507499, 0, 0.853760059503514, 0.666301278800246, 0.187458780703269, 143.540909090904, 142.402172043012, 142.22485958486, 140.954535011488
7/26/2017, 144.15, 144.15, 143.05, 143.25, 13574876, 1.01899965827993, 0.719958997513825, 0.631622169965211, 0.453691344348941, 0, 0.864664150921101, 0.705973853224417, 0.158690297696684, 143.629090909086, 142.710021505377, 142.41927960928, 141.059611937359
7/27/2017, 143.48, 143.68, 141.55, 142.34, 24355819, 1.04905940702662, 0.598935828984877, 0.505237900101355, 0.460282918555172, 0, 0.790760927377363, 0.722931268055006, 0.067829659322357, 143.324363636359, 142.838989247313, 142.554634920635, 141.136803613054
7/28/2017, 142.02, 142.36, 141.47, 141.96, 19933344, 1.03062102138885, 0.415331723627771, 1.08946028046018, 0.510950707066398, 0, 0.693534630556769, 0.717051940555359, -0.0235173099985896, 142.889999999995, 142.864774193549, 142.586017094017, 141.201542145594
7/31/2017, 142.22, 142.38, 140.97, 141.51, 16417720, 1.03202326469185, 0.139044109400573, 0.945567332528201, 0.555989028188077, 0, 0.573559217030009, 0.688353395850289, -0.114794178820279, 142.353636363631, 142.800967741936, 142.592542124542, 141.252298535664
8/1/2017, 142.17, 142.2, 140.97, 141.78, 19835907, 1.02193208899151, 0.158991209168677, 0.888139103282135, 0.632010310000546, 0, 0.494563560084174, 0.649595428697066, -0.155031868612892, 141.866545454541, 142.832236559141, 142.622700854701, 141.309024322058
8/2/2017, 141.59, 141.82, 139.73, 140.23, 19934286, 1.05608682163842, 0.0960538386269191, 0.508216480622301, 0.431541311675413, 0, 0.303389600253865, 0.580354263008426, -0.276964662754561, 141.121090909086, 142.567956989248, 142.573533577534, 141.322516087516
8/3/2017, 140.44, 140.54, 139.16, 139.53, 19624901, 1.05776752131038, -0.521666650940825, 0.337579063795946, 0.337805584313189, 0, 0.0943115451132712, 0.483145719429395, -0.388834174316124, 140.310363636359, 142.188752688173, 142.495118437119, 141.316819336115
8/4/2017, 139.91, 140.32, 139.49, 140.21, 16473509, 1.02960407343282, -0.188260567671853, 0.421655614852194, 0.459967359811446, 0, -0.016325809143467, 0.383251413714823, -0.39957722285829, 139.804727272722, 141.930645161291, 142.466251526252, 141.329186577181
8/7/2017, 140.44, 140.85, 139.71, 140.44, 9176166, 1.01710871389358, -0.0892479036868931, 0.441501558471512, 0.290165415457305, 0, -0.0844738694968328, 0.289706357072492, -0.374180226569324, 139.546181818177, 141.762236559141, 142.453978021978, 141.347200883002
8/8/2017, 140.41, 141.79, 139.69, 140, 27248712, 1.0442900742161, -0.460175594301759, 0.382981398906207, 0.232732010076449, 0, -0.172003274394825, 0.197364430779028, -0.369367705173853, 139.521636363631, 141.552365591399, 142.442275946276, 141.353123039387
8/9/2017, 139.12, 139.39, 138.28, 138.79, 26534308, 1.0626888095017, -0.604982690374654, 0.365989220568774, 0.0696645407337158, 0, -0.335144508723459, 0.0908626428785307, -0.42600715160199, 139.139999999995, 141.113268817205, 142.380564102564, 141.327244582044
8/10/2017, 138.28, 138.28, 136.26, 136.27, 40983533, 1.12105416362519, -0.622879866688652, 0.019502694439704, -0.0949861169966122, 0, -0.660168045491247, -0.0593434947954248, -0.600824550695822, 137.949090909086, 140.503870967743, 142.175516483517, 141.23658008658
8/11/2017, 136.21, 136.74, 135.77, 136.47, 32779614, 1.09897961700992, -0.923790560365226, -0.341218228894745, 0.283920875310008, 0, -0.891338417084341, -0.225742479253208, -0.665595937831133, 137.082363636358, 139.900688172044, 141.97547985348, 141.152976120654
8/14/2017, 137.26, 138.59, 137.23, 138.54, 21710931, 1.10494341646223, -0.261127370119861, -0.158456314253499, 0.47376378797559, 0, -0.897168897197645, -0.360027762842095, -0.537141134355549, 137.140181818177, 139.575612903227, 141.831264957265, 141.124027295286
8/15/2017, 138.8, 138.82, 137.34, 137.4, 16645977, 1.11226286660002, -0.573044971429644, -0.196659395669669, 0.289156894421027, 0, -0.982452961135976, -0.484512802500872, -0.497940158635105, 137.020181818176, 139.199913978496, 141.661912087912, 141.066651151396
8/16/2017, 137.67, 138.39, 137.21, 137.44, 21858645, 1.09927002311773, -0.807555134389059, -0.172812633285664, 0.321115043141676, 0, -1.03488403161603, -0.594587048323904, -0.440296983292127, 136.842909090904, 138.825612903227, 141.491641025641, 141.011436749174
8/17/2017, 136.98, 137.69, 134.92, 134.93, 32722877, 1.16637877698389, -1.2292795198956, -0.516070147657862, 0.0574084867804546, 0, -1.26439687564894, -0.728549013788911, -0.53584786186003, 135.810727272722, 137.996279569893, 141.216913308913, 140.89437783616
8/18/2017, 134.47, 135.46, 134.12, 134.92, 42401868, 1.15780102252827, -1.28014517154476, -0.796897907903753, -0.0424686581089136, 0, -1.43060327053914, -0.868959865138956, -0.561643405400181, 135.161999999994, 137.282838709678, 140.966400488401, 140.779518081761
8/21/2017, 134.69, 135.02, 134.14, 134.83, 21504100, 1.13327885679402, -1.36735704896897, -0.914468974163844, -0.0922940997074522, 0, -1.55169827199964, -1.00550754651109, -0.546190725488547, 134.816727272722, 136.553247311829, 140.672070818071, 140.664819099379
8/22/2017, 135.26, 136.44, 135.14, 136.29, 25170593, 1.12414695757914, -0.95829532574961, -0.659410357575245, -0.0504086570425528, 0, -1.51242286548583, -1.10689061030604, -0.40553225517979, 135.193818181812, 136.068817204302, 140.412380952381, 140.588433402347
8/23/2017, 135.53, 136.57, 135.21, 136.07, 18381856, 1.1196405482916, -1.30781514466664, -0.789640649731731, -0.0912038131948272, 0, -1.48196580493527, -1.18190564923189, -0.300060155703384, 135.455272727267, 135.654279569894, 140.176080586081, 140.508208740438
8/24/2017, 136.64, 136.93, 136.02, 136.49, 15726649, 1.09372126116006, -1.23701998535559, -0.621508048664853, 0.0823558086127973, 0, -1.40771066285222, -1.22706665195595, -0.18064401089627, 135.506181818176, 135.335225806453, 139.958234432235, 140.439815202753
8/25/2017, 136.88, 137.31, 136.42, 136.88, 17162964, 1.06858499553587, -1.03849982279449, -0.472117077106816, 0.13386055218841, 0, -1.30238015936439, -1.24212935343764, -0.0602508059267479, 135.719818181812, 135.113913978496, 139.767023199023, 140.382208425721
8/28/2017, 137.37, 137.61, 136.77, 137.46, 16333269, 1.04142673126366, -0.956578703542349, -0.343879413104164, 0.336057875995995, 0, -1.15874651521446, -1.22545278579301, 0.0667062705785451, 136.525454545449, 135.019483870969, 139.638810744811, 140.339663380796
8/29/2017, 136.49, 137.81, 136.23, 137.49, 20277565, 1.04659824391248, -1.23374785949781, -0.484849752231311, 0.220333594932172, 0, -1.03061478244499, -1.1864851851234, 0.155870402678416, 137.172363636358, 134.933870967743, 139.505064713065, 140.298642955054
8/30/2017, 137.36, 138.51, 137.25, 138.37, 15915526, 1.0334751241436, -0.896717940326146, -0.171597545330084, 0.308250710692326, 0, -0.848282344720246, -1.11884461704277, 0.270562272322524, 138.126363636358, 135.081010752689, 139.44757997558, 140.279285714286
8/31/2017, 138.91, 139.94, 138.67, 139.73, 29260570, 1.02842521492423, -0.454885638000024, 0.06442393317508, 0.403915774689055, 0, -0.587272231463288, -1.01253013992687, 0.425257908463586, 138.997454545449, 135.437892473119, 139.479946275947, 140.292344322344
9/1/2017, 139.98, 140.63, 139.73, 140.52, 17412507, 1.0035351730522, -0.238777988061437, 0.099159152975189, 0.375300128312779, 0, -0.313064624421941, -0.872637036825887, 0.559572412403947, 139.87763636363, 135.87406451613, 139.563240537241, 140.323590671772
9/5/2017, 140.63, 140.89, 138.58, 139.17, 21908373, 1.04559836452849, -0.392606238432202, -0.205498580496118, 0.429985666345863, 0, -0.202354224324949, -0.7385804743257, 0.53622625000075, 139.967999999994, 136.165376344087, 139.58697924298, 140.322635706914
9/6/2017, 139.74, 140, 139.08, 139.46, 18399672, 1.02423725922744, -0.388142244736541, -0.188987016387705, 0.58905621696968, 0, -0.0901753726896573, -0.608899453998491, 0.518724081308834, 140.213818181812, 136.603247311829, 139.582698412699, 140.328348973208
9/7/2017, 139.59, 139.69, 138.59, 139.11, 18159823, 1.01501057985239, -0.185687486321167, -0.0725217412540062, 0.406573840428802, 0, -0.0291785473607149, -0.492955272670936, 0.463776725310221, 140.121818181812, 136.972989247313, 139.580603174604, 140.325803199355
9/8/2017, 138.93, 139.77, 138.62, 139.22, 21870454, 1.00479971035126, -0.0379122490887502, -0.362987996474838, 0.414099512581383, 0, 0.0277184359865998, -0.388820530939429, 0.416538966926029, 139.985999999994, 137.322731182797, 139.568087912088, 140.325756428144
9/11/2017, 140.39, 140.92, 140.23, 140.68, 22617670, 1.00507396141134, 0.10395391302507, -0.0378405816078091, 0.502879033613727, 0, 0.188447201446905, -0.273366984462162, 0.461814185909067, 140.28363636363, 137.852516129034, 139.60022954823, 140.3589136289
9/12/2017, 141.04, 141.69, 140.82, 141.54, 22679587, 0.984697715464036, 0.213995222565588, 0.110862765652533, 0.420224678015644, 0, 0.380830739041727, -0.142527439761384, 0.523358178803111, 140.787090909085, 138.469677419356, 139.663990231991, 140.41082987013
9/13/2017, 141.41, 142.22, 141.32, 141.96, 25052476, 0.964394258343482, 0.366261463933958, 0.00631972008900606, 0.489519244921648, 0, 0.560722903948914, -0.00187737101932454, 0.562600274968239, 141.219090909085, 139.157935483872, 139.763367521368, 140.471113251156
9/14/2017, 141.78, 142.16, 141.42, 141.83, 18353801, 0.943101871738833, 0.573945013315287, 0.0587857261929915, 0.316065123984459, 0, 0.684903683816913, 0.135478839947923, 0.54942484386899, 141.538363636357, 139.725204301077, 139.841997557998, 140.52722719482
9/15/2017, 141.64, 142.47, 141.55, 142.41, 23184039, 0.924598915422251, 1.31414799541634, 0.508190741094077, 0.242038577925557, 0, 0.820658953698512, 0.272514862698041, 0.548144091000471, 142.141272727266, 140.309075268819, 139.942141636142, 140.595096980729
9/18/2017, 142.62, 143.81, 142.6, 143.38, 24427354, 0.921247907434919, 1.45625310718138, 0.452398662946354, 0.264291834211737, 0, 0.995046598720279, 0.417021209902488, 0.578025388817791, 143.091090909085, 141.04277419355, 140.100822954823, 140.683070763501
9/19/2017, 143.57, 143.69, 143.09, 143.38, 16346316, 0.896108932344941, 1.10150070591654, 0.546556177451449, 0.268130825768113, 0, 1.12033553315365, 0.557684074552721, 0.562651458600929, 143.614909090903, 141.771354838711, 140.234893772894, 140.769271332106
9/20/2017, 143.53, 144.02, 143.26, 143.84, 20244658, 0.874999261565885, 1.53715280356884, 0.55224427229087, 0.500966832881289, 0, 1.24242417941164, 0.694632095524505, 0.547792083887138, 144.125999999994, 142.510000000001, 140.369084249085, 140.863823082994
9/21/2017, 144.02, 144.26, 143.48, 143.69, 17395878, 0.85925881477107, 1.48806055478961, 0.371637931551043, 0.408646409868249, 0, 1.31195318511908, 0.81809631344342, 0.49385687167566, 144.276363636357, 143.124172043012, 140.515858363859, 140.953222842731
9/22/2017, 143.67, 144.67, 143.56, 144.3, 25203026, 0.851306681495026, 3.02827507711738, 0.442793817265195, 0.537797651407276, 0, 1.40013741255231, 0.934504533265198, 0.465632879287113, 144.40963636363, 143.61612903226, 140.686664224664, 141.054071632217
9/25/2017, 144.27, 144.94, 143.69, 144.5, 30012818, 0.850874577389243, 3.11283249737495, 0.436250153098358, 0.644810689666189, 0, 1.46922605327578, 1.04144883726731, 0.427777216008462, 144.626909090903, 144.094989247313, 140.778947496948, 141.157249118684
9/26/2017, 144.29, 145.15, 144.18, 144.61, 28238135, 0.841254461040788, 3.20297933524302, 0.403169791137268, 0.674604031457108, 0, 1.51538694212431, 1.13623645823871, 0.379150483885596, 144.845818181812, 144.674000000002, 140.879887667888, 141.260767218832
9/27/2017, 145.63, 147.86, 145.16, 147.44, 66351679, 0.894066177635329, 2.99834555113252, 0.813930528009769, 0.830797275813876, 0, 1.76003849957402, 1.26099686650577, 0.499041633068248, 145.958909090902, 145.496924731184, 141.112214896215, 141.422641596228
9/28/2017, 147.25, 148.06, 146.78, 147.83, 29291396, 0.890415080626566, 3.21401234325998, 0.680052000520338, 0.924054590567288, 0, 1.96277076253807, 1.40135164571223, 0.561419116825837, 146.881818181812, 146.307225806453, 141.373675213675, 141.589699055638
9/29/2017, 147.92, 148.43, 147.74, 148.18, 21738748, 0.867178825081482, 3.18427223852998, 0.713258053834755, 0.961640239133325, 0, 2.12715905104224, 1.54651312677824, 0.580645924264006, 147.714363636357, 146.927569892475, 141.652463980464, 141.760969267139
10/2/2017, 148.31, 150, 148.08, 150, 29772446, 0.877824202570301, 3.36093618022745, 1.03104332985916, 1.03368858650804, 0, 2.37689735057066, 1.71258997153672, 0.664307379033938, 149.054909090902, 147.692688172045, 142.004910866911, 141.967215260373
10/3/2017, 150.11, 150.33, 149.33, 150.33, 28372757, 0.865362528213051, 3.28279623706112, 1.0465260761064, 1.16206796679622, 0, 2.57179889748812, 1.884431756727, 0.687367140761122, 150.148363636357, 148.396387096776, 142.364617826618, 142.176488839901
10/4/2017, 150.09, 150.61, 149.39, 149.85, 22024675, 0.865435111264296, 3.08887216047934, 0.811770345325386, 1.1923531313254, 0, 2.65690069182531, 2.03892554374666, 0.61797514807865, 150.788909090902, 149.036516129034, 142.693113553114, 142.371884816754
10/5/2017, 150.29, 150.63, 149.87, 150.26, 22538502, 0.845875008996453, 2.9745571399001, 0.984403239866884, 1.12910106220506, 0, 2.72600436896329, 2.17634130878999, 0.549663060173299, 151.213272727266, 149.626516129034, 143.006512820513, 142.572120574266
10/6/2017, 149.71, 150.34, 149.57, 150.05, 19350771, 0.830364011390981, 2.61470931885615, 1.09463967232823, 1.10490630734693, 0, 2.7323277129436, 2.28753858962071, 0.44478912332289, 151.328727272721, 150.126322580647, 143.297511599512, 142.764330431067
10/9/2017, 150.19, 150.68, 149.18, 149.43, 13981340, 0.842309535660549, 2.20386892617569, 1.06214770417447, 1.52094319430472, 0, 2.65668557260972, 2.36136798621851, 0.295317586391205, 150.956363636357, 150.485978494625, 143.609794871795, 142.940307692308
10/10/2017, 149.93, 150.29, 149.41, 149.86, 21951851, 0.827258762965888, 2.94689772496141, 1.18811927494283, 1.51051670622589, 0, 2.60144816268877, 2.40938402151256, 0.192064141176205, 150.48563636363, 150.85789247312, 143.953196581197, 143.121795395081
10/11/2017, 149.94, 150.19, 149.46, 149.75, 15137112, 0.810847067159697, 2.80761831167121, 1.13384676343575, 1.43185689711119, 0, 2.51974992799072, 2.43145720280819, 0.0882927251825221, 150.256545454539, 151.137849462367, 144.265123321123, 143.297728685383
10/12/2017, 149.46, 150.01, 149.02, 149.64, 17185574, 0.803950353460347, 2.91338329904196, 1.38202263462357, 1.32722082308178, 0, 2.41825131188264, 2.42881602462308, -0.0105647127404418, 149.941454545448, 151.38341935484, 144.561462759463, 143.468231041378
10/13/2017, 149.92, 149.99, 149.23, 149.37, 15464432, 0.790573571314294, 2.77218869192866, 1.45830878270446, 1.25279014418473, 0, 2.28963272305859, 2.40097936431018, -0.111346641251596, 149.504363636357, 151.612688172045, 144.840984126984, 143.630214709913
10/16/2017, 149.61, 150.35, 149.03, 149.24, 20653103, 0.795923181652742, 2.4222705875142, 1.3397727391259, 1.23016532640504, 0, 2.15240012243507, 2.35126351593516, -0.198863393500093, 149.321454545448, 151.815935483873, 145.149433455434, 143.786661809045
10/17/2017, 149.27, 149.77, 148.5, 148.81, 18046820, 0.800983783672888, 2.03807938498164, 1.23990199447429, 1.17690850106507, 0, 1.98605093251709, 2.27822099925155, -0.292170066734459, 149.097454545448, 151.8183655914, 145.449184371184, 143.93173880597
10/18/2017, 149.5, 149.91, 149.08, 149.52, 20541658, 0.794105651457627, 2.0997658853713, 1.40801262071267, 1.24870791541448, 0.676229990690717, 1.8897254881937, 2.20052189703998, -0.310796408846274, 149.10563636363, 151.868021505378, 145.769584859585, 144.088214866263
10/19/2017, 148.77, 149.33, 148.17, 149.29, 17164885, 0.800776630421644, 2.06788797877858, 1.59021128992311, 1.35057655738762, 0.564286771139296, 1.77437392368739, 2.11529230236946, -0.340918378682069, 149.134363636357, 151.800258064518, 146.089968253968, 144.237359410818
10/20/2017, 150.31, 150.41, 149.86, 149.98, 25224483, 0.794576250152453, 2.08515933791839, 2.2933883251764, 1.43181235921011, 0.673930836123384, 1.71882071589826, 2.03599798507522, -0.317177269176961, 149.412363636357, 151.761698924733, 146.416578754579, 144.397326861779
10/23/2017, 150.15, 150.15, 148.7, 148.86, 14676363, 0.809230274741178, 1.44568080952899, 2.03299649625605, 1.0719156065348, 0.647610115671223, 1.5663636930903, 1.94207112667824, -0.375707433587941, 149.183272727266, 151.608946236561, 146.671843711844, 144.532647537064
10/24/2017, 149.39, 149.78, 149.04, 149.17, 17527726, 0.798008431742797, 1.52755627662906, 1.82190417426079, 1.00930152257536, 0.705915067200545, 1.45379635393201, 1.84441617212899, -0.390619818196984, 149.178363636357, 151.500086021507, 146.926786324786, 144.671556713237
10/25/2017, 148.94, 149, 147.22, 148.45, 27235302, 0.827463603064462, 1.18941913280803, 1.93647130232318, 1.03243564346453, 0.612445936469014, 1.29159919243841, 1.73385277619087, -0.442253583752463, 148.940363636357, 151.278645161292, 147.166788766789, 144.794119881807
10/26/2017, 148.94, 149.34, 148.51, 148.76, 15205927, 0.814366249537332, 1.31073715181851, 1.9818158692865, 1.07835430015063, 0.614566056022378, 1.17453190987291, 1.62198860292728, -0.447456693054371, 148.858363636357, 151.046000000002, 147.383274725275, 144.920448717949
10/27/2017, 148.88, 149.91, 148.3, 149.79, 32744061, 0.822070012131082, 1.3895716434372, 2.97391362827163, 1.16402052443282, 0.712016537518441, 1.15159279208086, 1.527909440758, -0.376316648677136, 149.126181818175, 150.938000000002, 147.630442002442, 145.064207765918
10/30/2017, 149.27, 149.45, 147.38, 148.21, 30524847, 0.870595599225821, 0.871164641572166, 2.52767270513991, 0.802547678498682, 0.59234377743476, 0.994457098174507, 1.4212189722413, -0.426761874066793, 148.799272727266, 150.646580645163, 147.812747252747, 145.175427204375
10/31/2017, 148.79, 149.83, 148.63, 149.26, 22449361, 0.875515376344607, 1.06368618357525, 2.71602482876194, 0.829381829280454, 0.733520059233862, 0.943772926616248, 1.32572976311629, -0.381956836500042, 148.805272727266, 150.457225806453, 148.055587301587, 145.304538027533
11/1/2017, 150.5, 150.53, 147.44, 148.27, 31585535, 0.941494933698902, 0.239145137448474, 2.25946725822088, 0.749606982762798, 0.666480302687005, 0.814333499593488, 1.22345051041173, -0.409117010818242, 148.586727272721, 150.134989247314, 148.252813186813, 145.412760439954
11/2/2017, 148.24, 149.23, 147.72, 148.71, 28176568, 0.942543750444216, 0.251828949241439, 2.38950531227005, 0.718848261754167, 0.742453048520009, 0.73874040435237, 1.12650848919986, -0.387768084847487, 148.542363636357, 149.830000000002, 148.436449328449, 145.527325272389
11/3/2017, 148.48, 148.96, 148.06, 148.61, 22312722, 0.92629969095035, 0.129623057366733, 2.28592228020993, 0.801466156861739, 0.704317963324779, 0.6631191427891, 1.03383061991771, -0.370711477128606, 148.633090909084, 149.52060215054, 148.656771672772, 145.638028607784
11/6/2017, 148.75, 149.38, 148.39, 148.78, 15576775, 0.912249813271441, -0.370433693605308, 2.24111797821665, 0.899261786678231, 0.740346440471961, 0.609876055891505, 0.949039707112466, -0.339163651220961, 148.633272727266, 149.218301075271, 148.861001221001, 145.749961747446
11/7/2017, 148.8, 148.85, 146.54, 147, 29549299, 0.95570272692244, -0.917480798403356, 1.70700198078372, 0.742723215044039, 0.560359753881904, 0.419216930192334, 0.84307515172844, -0.423858221536105, 148.084909090902, 148.669870967744, 148.976937728938, 145.827071059432
11/8/2017, 146.66, 147.45, 145.84, 147.2, 30682450, 0.96137150689347, -0.729142957034678, 1.73643201684736, 0.65565466852324, 0.508395615751684, 0.281017137348897, 0.730663548852531, -0.449646411503634, 147.579999999993, 148.320064516131, 149.123384615385, 145.906490442055
11/9/2017, 146.27, 147.39, 145.28, 146.68, 40144390, 0.988465990755268, -0.994273162140791, 1.48815621589273, 0.76307465614928, 0.511674994213442, 0.128056990393503, 0.610142237160725, -0.482085246767222, 147.02563636363, 147.931827956991, 149.232031746032, 145.974991333023
11/10/2017, 146.71, 147.1, 146.35, 146.57, 17823700, 0.965332482416481, -0.967380093304606, 1.25134177994627, 0.790405686696822, 0.530016766938689, -0.00201784827970641, 0.487710220072639, -0.489728068352346, 146.75272727272, 147.560387096776, 149.277697191697, 146.040268945583
11/13/2017, 145.93, 146.82, 145.5, 146.61, 14679965, 0.961833045838581, -0.79009499420313, 1.12092021645805, 0.737679602591596, 0.631304118566332, -0.100714455806838, 0.370025284896744, -0.470739740703581, 146.353272727266, 147.325741935486, 149.349667887668, 146.105110004151
